Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,185,471.0,541,537,548,573,559,624,706,672,641,634,656,774,704,761,663,679,667,635,637,652,606,699,592,725,562,632,594,507,574,484,475,535,473,515,413,517,468,400,491,413,379,403,333,396,273,290,318,301,275,281,263,229,217,269,141,171,174,156,163,128,119,89,60,106,59,76,71,73,106,68,40,52,42,34,22,33,19,31,22,15,12,7,5,33,30548,Dawbon,MMR013014
 Illiterate,377,95.0,29,12,15,21,9,8,21,16,18,12,17,22,15,20,13,10,19,18,16,22,16,15,13,16,10,15,14,7,18,11,15,5,8,8,6,8,11,10,13,9,9,8,11,9,9,6,10,11,8,9,4,4,9,10,3,5,5,-,3,1,5,1,7,4,4,1,4,1,8,4,2,3,5,2,1,1,1,1,3,1,1,-,-,7,1234,Dawbon,MMR013014
 Total,562,566.0,570,549,563,594,568,632,727,688,659,646,673,796,719,781,676,689,686,653,653,674,622,714,605,741,572,647,608,514,592,495,490,540,481,523,419,525,479,410,504,422,388,411,344,405,282,296,328,312,283,290,267,233,226,279,144,176,179,156,166,129,124,90,67,110,63,77,75,74,114,72,42,55,47,36,23,34,20,32,25,16,13,7,5,40,31782,Dawbon,MMR013014
