Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,22,65.0,76,78,80,80,65,71,83,78,63,76,77,71,60,60,55,49,60,60,57,42,58,36,46,63,46,43,38,46,31,50,31,41,36,36,31,32,35,31,32,30,26,24,20,33,18,21,22,27,21,21,12,21,16,17,8,11,13,9,10,11,10,5,5,5,3,3,5,3,2,-,3,1,-,2,1,-,1,-,1,-,-,1,1,1,2634,Rihkhuadal(ST),MMR004001
 Illiterate,58,11.0,4,-,-,1,1,-,1,-,-,2,-,2,-,2,-,-,1,-,4,2,5,1,1,4,2,-,3,-,2,2,1,2,1,2,1,2,1,1,4,2,2,-,1,3,4,1,3,4,5,1,1,1,1,1,-,1,2,-,1,1,-,1,-,2,-,1,-,-,1,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,168,Rihkhuadal(ST),MMR004001
 Total,80,76.0,80,78,80,81,66,71,84,78,63,78,77,73,60,62,55,49,61,60,61,44,63,37,47,67,48,43,41,46,33,52,32,43,37,38,32,34,36,32,36,32,28,24,21,36,22,22,25,31,26,22,13,22,17,18,8,12,15,9,11,12,10,6,5,7,3,4,5,3,3,1,3,3,1,2,1,-,1,-,1,-,-,1,1,1,2802,Rihkhuadal(ST),MMR004001
