Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,38,186.0,241,245,212,219,198,256,227,223,196,177,176,172,135,124,117,153,142,128,129,133,141,144,120,140,119,127,121,96,137,105,126,121,81,115,91,115,101,91,125,56,75,74,62,76,50,69,65,68,89,74,62,48,32,70,21,37,31,20,36,14,23,18,11,19,10,13,13,11,16,9,6,7,4,10,2,5,2,2,6,2,-,2,-,6,7369,Kaleinaung(ST),MMR006004
 Illiterate,170,68.0,35,21,9,15,16,14,15,12,6,10,8,15,17,24,24,22,17,8,25,15,16,17,18,45,17,21,12,26,31,18,16,27,10,35,15,13,12,9,40,18,21,20,16,25,10,25,16,14,26,13,15,6,11,40,3,6,5,3,20,4,8,5,2,11,4,2,4,3,8,4,6,3,-,1,2,3,5,2,1,-,1,1,1,2,1360,Kaleinaung(ST),MMR006004
 Total,208,254.0,276,266,221,234,214,270,242,235,202,187,184,187,152,148,141,175,159,136,154,148,157,161,138,185,136,148,133,122,168,123,142,148,91,150,106,128,113,100,165,74,96,94,78,101,60,94,81,82,115,87,77,54,43,110,24,43,36,23,56,18,31,23,13,30,14,15,17,14,24,13,12,10,4,11,4,8,7,4,7,2,1,3,1,8,8729,Kaleinaung(ST),MMR006004
