Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,403,1304.0,1525,1545,1498,1592,1638,1837,2047,2004,2001,1973,2138,2524,2218,2516,2154,2144,2163,1948,2143,1902,1934,2013,1672,2371,1507,1788,1657,1449,1800,1412,1456,1687,1368,1702,1185,1484,1415,1129,1571,1041,1197,1157,880,1194,817,976,971,787,901,700,714,715,559,705,469,528,515,379,548,306,388,302,188,262,145,164,213,144,261,135,126,140,86,139,76,81,62,51,66,51,38,24,18,91,91127,Mahaaungmye,MMR010003
 Illiterate,955,222.0,79,51,57,35,44,32,33,33,37,34,37,44,37,45,34,43,31,24,39,25,26,27,28,32,21,32,28,22,32,17,12,26,15,26,15,13,19,13,23,12,9,18,5,24,6,14,12,8,14,3,6,4,4,7,2,2,6,8,8,8,8,1,2,11,-,3,2,6,9,2,4,2,3,3,2,-,6,1,3,3,2,1,1,8,2661,Mahaaungmye,MMR010003
 Total,1358,1526.0,1604,1596,1555,1627,1682,1869,2080,2037,2038,2007,2175,2568,2255,2561,2188,2187,2194,1972,2182,1927,1960,2040,1700,2403,1528,1820,1685,1471,1832,1429,1468,1713,1383,1728,1200,1497,1434,1142,1594,1053,1206,1175,885,1218,823,990,983,795,915,703,720,719,563,712,471,530,521,387,556,314,396,303,190,273,145,167,215,150,270,137,130,142,89,142,78,81,68,52,69,54,40,25,19,99,93788,Mahaaungmye,MMR010003
