Read_and_write,Age_5,Age_6.0,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 Literate,63,176.0,168,182,200,220,194,211,243,267,245,258,295,318,285,308,283,262,280,257,268,233,233,233,217,238,194,204,206,209,203,181,176,182,202,210,180,220,183,188,172,179,180,200,155,176,127,150,162,152,137,148,147,136,141,169,103,101,117,108,113,74,76,73,72,72,46,52,49,64,56,53,27,31,16,25,20,32,22,21,15,17,11,5,4,26,12907,Pabedan,MMR013034
 Illiterate,114,31.0,5,1,6,3,2,4,5,6,1,2,4,2,6,2,2,3,1,2,3,3,3,-,-,3,4,1,-,-,4,1,1,3,2,1,1,1,2,2,3,1,-,2,4,1,2,2,4,3,1,1,1,-,1,1,-,-,2,1,1,3,2,1,-,-,-,1,-,1,4,2,-,3,1,1,1,2,1,-,-,-,2,-,-,8,301,Pabedan,MMR013034
 Total,177,207.0,173,183,206,223,196,215,248,273,246,260,299,320,291,310,285,265,281,259,271,236,236,233,217,241,198,205,206,209,207,182,177,185,204,211,181,221,185,190,175,180,180,202,159,177,129,152,166,155,138,149,148,136,142,170,103,101,119,109,114,77,78,74,72,72,46,53,49,65,60,55,27,34,17,26,21,34,23,21,15,17,13,5,4,34,13208,Pabedan,MMR013034
