Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2795,2763,2589,2896,2726,2745,2701,2888,2729,2639,2746,2389,2925,2984,2793,2533,2383,2659,2935,2601,2878,2332,2453,2435,2149,2639,1840,2223,2255,1937,2629,1715,1888,1995,1550,2290,1458,1816,1901,1500,1948,1460,1833,1626,1293,2009,1194,1457,1471,1068,1341,961,1062,1076,865,1176,714,737,661,497,670,475,449,480,398,547,256,439,257,166,314,166,173,193,118,279,111,119,137,64,123,54,70,55,37,63,33,36,28,17,76,127154,Thabeikkyin,MMR010012
 Yes - some difficulty,21,8,12,15,14,16,15,11,16,6,5,9,10,17,4,9,4,3,6,7,14,4,6,4,6,4,2,3,4,1,7,3,4,5,2,3,3,6,4,6,3,5,3,3,5,5,1,4,2,3,8,5,5,8,2,8,4,2,6,4,2,8,4,6,8,9,4,8,3,5,2,1,4,4,4,6,-,3,2,2,5,2,2,1,2,4,1,2,2,-,1,492,Thabeikkyin,MMR010012
 Yes - a lot of difficulty,11,4,1,3,5,1,2,3,2,6,9,2,4,3,4,1,1,-,2,2,2,1,4,-,1,-,1,-,1,-,3,1,-,1,1,-,2,-,1,1,-,1,1,2,2,2,1,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,108,Thabeikkyin,MMR010012
 Yes - cannot remember/concentrate at all,1,1,2,-,4,1,3,1,3,2,6,1,5,5,1,2,3,3,1,1,2,1,-,-,1,-,2,-,-,1,-,2,2,-,1,3,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,1,1,1,-,1,1,-,1,1,1,-,1,-,1,-,-,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,78,Thabeikkyin,MMR010012
 Total,2828,2776,2604,2914,2749,2763,2721,2903,2750,2653,2766,2401,2944,3009,2802,2545,2391,2665,2944,2611,2896,2338,2463,2439,2157,2643,1845,2226,2260,1939,2639,1721,1894,2001,1554,2296,1463,1822,1907,1507,1951,1466,1837,1631,1300,2016,1196,1461,1474,1072,1350,967,1068,1086,867,1185,719,740,668,502,673,483,454,486,407,557,260,450,261,171,317,167,177,197,123,287,111,122,140,66,128,56,72,56,39,69,34,38,30,17,79,127832,Thabeikkyin,MMR010012
