Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,579,631,624,580,626,559,596,515,562,495,511,470,524,524,506,470,526,575,706,570,718,548,533,581,471,610,495,473,554,407,578,434,434,373,321,435,350,310,389,253,414,238,300,233,224,344,215,175,194,155,286,153,154,155,152,146,150,91,89,73,160,68,55,66,62,79,51,46,43,23,62,21,24,26,12,38,21,20,12,7,28,4,9,9,8,5,7,3,4,1,11,25342,Parsaung,MMR002006
 Yes - some difficulty,-,1,3,-,1,1,-,-,2,-,1,2,1,2,-,1,-,2,-,1,-,1,5,-,-,1,1,2,2,1,1,-,-,3,2,-,2,-,1,2,4,2,1,3,3,2,4,2,1,2,7,2,1,6,3,-,6,1,4,5,14,9,1,6,4,9,7,5,3,1,10,4,-,1,2,4,5,2,1,3,5,1,1,-,1,3,-,1,-,-,2,206,Parsaung,MMR002006
 Yes - a lot of difficulty,-,-,1,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-,2,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,1,2,1,-,-,1,-,1,1,1,-,-,-,1,1,-,-,-,3,1,-,-,-,-,1,1,-,1,-,32,Parsaung,MMR002006
 Yes - cannot remember/concentrate at all,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,14,Parsaung,MMR002006
 Total,580,632,628,580,627,560,596,516,564,495,514,473,525,528,506,471,526,577,706,571,719,550,540,581,471,612,496,476,557,408,580,435,434,376,323,437,352,310,390,255,419,240,302,236,227,346,220,178,195,157,293,155,155,161,156,146,156,92,94,78,175,77,57,74,67,88,58,52,46,25,74,26,24,27,14,43,27,22,13,11,36,7,10,9,9,8,8,5,4,2,13,25594,Parsaung,MMR002006
