Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,790,708,802,821,773,824,920,991,991,961,1046,875,1037,992,881,809,780,793,797,616,720,574,630,615,589,667,590,657,682,580,824,494,620,589,465,648,486,486,541,435,651,383,493,521,461,522,417,362,422,310,609,368,387,416,363,449,412,319,306,212,436,157,187,200,188,231,159,170,130,71,231,65,101,96,79,108,61,41,81,44,95,22,30,25,23,27,18,12,10,8,43,40631,Momauk,MMR001012
 Yes - some difficulty,8,3,3,4,3,1,1,3,4,3,4,6,4,7,4,7,3,4,4,2,5,3,1,1,3,3,1,3,3,4,1,4,5,4,2,4,2,6,5,4,6,1,3,5,2,8,3,2,5,7,11,2,11,5,5,5,13,13,10,5,14,5,12,10,13,21,11,14,11,8,32,14,16,24,5,21,13,14,17,9,36,10,13,7,10,11,4,3,6,1,14,663,Momauk,MMR001012
 Yes - a lot of difficulty,6,-,-,-,1,1,2,4,-,3,2,1,5,1,1,5,1,3,2,-,1,1,-,5,4,-,1,3,1,1,1,-,2,2,-,2,1,1,-,-,2,1,2,1,2,1,1,-,5,1,4,-,1,3,1,-,1,3,-,2,2,1,3,1,3,4,2,1,-,3,4,1,2,1,1,6,3,4,5,4,6,2,5,2,3,2,1,2,3,1,7,180,Momauk,MMR001012
 Yes - cannot remember/concentrate at all,-,-,-,1,-,3,-,1,1,-,4,1,2,1,1,-,-,-,1,1,1,-,-,-,-,4,2,-,-,1,1,1,2,1,1,-,1,1,3,1,5,2,-,-,-,7,1,-,-,-,-,-,1,-,-,2,1,1,1,2,1,2,-,-,-,2,-,-,-,1,1,2,2,-,-,-,-,1,-,2,1,-,-,2,1,2,1,-,-,-,7,88,Momauk,MMR001012
 Total,804,711,805,826,777,829,923,999,996,967,1056,883,1048,1001,887,821,784,800,804,619,727,578,631,621,596,674,594,663,686,586,827,499,629,596,468,654,490,494,549,440,664,387,498,527,465,538,422,364,432,318,624,370,400,424,369,456,427,336,317,221,453,165,202,211,204,258,172,185,141,83,268,82,121,121,85,135,77,60,103,59,138,34,48,36,37,42,24,17,19,10,71,41562,Momauk,MMR001012
