Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2141,2235,2285,2402,2452,2263,2455,2478,2550,2451,2825,2590,2877,2937,2594,2344,2312,2274,2552,1993,2699,1826,2132,1929,1752,2282,1649,1755,2077,1626,2930,1539,1981,1782,1590,2474,1770,1566,1977,1366,2562,1269,1858,1722,1362,2260,1339,1294,1528,1000,2043,961,1245,1293,1123,1512,1123,910,1034,631,1494,554,661,648,535,854,464,515,384,234,556,199,261,274,264,392,234,175,222,102,264,106,120,90,86,117,78,51,36,25,128,125904,Kyukme,MMR015012
 Yes - some difficulty,8,7,6,10,3,4,7,4,9,13,14,3,12,9,5,6,9,8,4,7,12,5,6,5,8,10,5,9,11,9,18,8,17,12,12,15,13,3,13,8,15,6,19,13,12,24,12,12,18,12,32,12,15,19,8,24,15,8,15,19,23,18,16,15,20,22,12,16,20,9,37,14,20,23,10,29,21,12,24,14,15,8,13,4,12,12,7,8,5,6,20,1142,Kyukme,MMR015012
 Yes - a lot of difficulty,34,2,2,3,-,5,2,1,-,2,6,-,5,2,3,2,4,3,2,1,7,2,3,2,7,7,3,1,3,3,9,6,2,4,3,5,3,3,3,3,4,-,2,2,3,9,2,1,1,1,7,3,4,4,1,2,3,3,3,-,9,2,2,1,2,3,1,1,-,5,4,1,1,2,1,2,4,2,5,1,1,-,1,-,1,6,-,2,5,-,3,281,Kyukme,MMR015012
 Yes - cannot remember/concentrate at all,1,2,1,2,3,1,2,4,-,5,1,4,2,2,5,2,4,7,4,2,9,1,4,3,3,6,5,2,3,1,14,4,6,5,3,5,2,2,2,1,5,1,3,3,-,5,1,3,4,-,7,1,4,2,2,2,4,1,1,-,2,1,3,1,2,1,1,3,3,1,1,2,-,2,2,3,6,1,1,1,-,1,-,-,2,3,1,-,1,-,4,233,Kyukme,MMR015012
 Total,2184,2246,2294,2417,2458,2273,2466,2487,2559,2471,2846,2597,2896,2950,2607,2354,2329,2292,2562,2003,2727,1834,2145,1939,1770,2305,1662,1767,2094,1639,2971,1557,2006,1803,1608,2499,1788,1574,1995,1378,2586,1276,1882,1740,1377,2298,1354,1310,1551,1013,2089,977,1268,1318,1134,1540,1145,922,1053,650,1528,575,682,665,559,880,478,535,407,249,598,216,282,301,277,426,265,190,252,118,280,115,134,94,101,138,86,61,47,31,155,127560,Kyukme,MMR015012
