Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2533,2452,2815,3581,3838,4331,4082,4448,4351,4357,4533,4215,5137,5421,4514,4388,3958,3482,4521,3172,3558,2576,2972,3065,2735,3651,2516,2669,3023,2293,3275,2305,2561,2548,1912,2957,1866,1939,2491,1679,2405,1449,2610,2028,1835,2805,1868,1710,2260,1595,2470,1626,1992,1889,1562,2192,1640,1195,1385,884,1606,745,977,943,796,1285,662,776,646,374,798,253,344,353,253,553,252,198,255,121,297,97,105,100,106,149,66,41,28,19,88,183406,Myauk U,MMR012003
 Yes - some difficulty,132,141,123,116,78,65,30,22,26,17,21,13,26,16,17,18,20,14,20,12,14,16,14,10,9,10,15,14,20,17,19,14,16,21,14,27,21,13,23,11,26,20,35,26,29,53,32,37,56,31,75,42,65,62,52,83,78,44,74,38,130,66,67,91,114,147,82,93,90,66,166,41,86,74,72,168,83,52,93,49,111,44,54,51,42,57,33,32,14,11,59,4541,Myauk U,MMR012003
 Yes - a lot of difficulty,81,20,7,6,5,6,7,7,10,9,4,4,9,6,5,6,2,9,5,4,9,6,6,9,4,7,3,4,6,4,6,5,4,9,3,10,2,6,4,1,7,3,5,2,3,10,5,5,5,2,8,9,11,14,1,9,9,6,7,6,19,10,4,10,11,22,16,14,9,13,32,3,14,16,8,41,19,7,21,7,41,12,19,15,14,33,11,10,6,2,41,947,Myauk U,MMR012003
 Yes - cannot remember/concentrate at all,62,16,11,6,5,11,7,5,4,8,11,4,11,15,6,7,11,3,11,6,11,6,9,5,4,11,8,10,5,6,10,3,7,7,5,8,4,2,1,5,5,4,5,5,4,8,4,4,5,9,2,5,8,5,4,5,5,1,4,3,11,6,7,4,7,7,4,6,8,8,19,2,8,13,3,20,10,6,9,6,28,8,8,8,9,23,8,4,5,4,25,736,Myauk U,MMR012003
 Total,2808,2629,2956,3709,3926,4413,4126,4482,4391,4391,4569,4236,5183,5458,4542,4419,3991,3508,4557,3194,3592,2604,3001,3089,2752,3679,2542,2697,3054,2320,3310,2327,2588,2585,1934,3002,1893,1960,2519,1696,2443,1476,2655,2061,1871,2876,1909,1756,2326,1637,2555,1682,2076,1970,1619,2289,1732,1246,1470,931,1766,827,1055,1048,928,1461,764,889,753,461,1015,299,452,456,336,782,364,263,378,183,477,161,186,174,171,262,118,87,53,36,213,189630,Myauk U,MMR012003
