Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1794,1809,1955,1972,2063,2121,2212,2459,1978,2124,2070,2057,1961,2178,2064,1869,1694,1769,1708,1457,1689,1620,1464,1612,1693,1837,1527,1550,1744,1832,1772,1615,1683,1569,1281,1634,1378,1348,1362,1273,1490,1128,1328,1155,1053,1415,1167,1181,1026,930,1195,1020,940,976,952,1068,811,840,850,654,844,562,705,623,589,687,458,509,338,308,461,286,350,307,279,393,173,196,189,132,203,88,100,79,63,84,33,37,28,18,66,101164,Seikphyu,MMR009022
 Yes - some difficulty,17,15,17,12,15,8,11,13,13,15,9,7,13,14,8,8,10,8,2,10,10,5,4,4,1,8,9,3,6,2,9,4,11,3,7,8,8,1,8,3,10,5,5,6,7,10,5,11,12,6,14,9,11,11,10,11,10,9,5,9,19,13,15,17,23,23,10,19,12,11,39,20,22,21,34,44,14,18,16,18,25,15,18,15,13,17,13,7,7,5,13,1071,Seikphyu,MMR009022
 Yes - a lot of difficulty,25,9,15,14,11,10,2,6,1,3,7,5,4,2,2,1,4,4,2,3,2,2,-,2,2,3,4,2,-,2,3,1,3,4,2,-,1,2,3,3,1,1,2,1,4,4,2,-,2,-,4,2,5,-,1,2,2,1,1,3,1,3,1,-,1,3,1,3,4,4,6,3,4,1,7,8,4,2,10,5,8,3,5,1,2,4,1,3,4,2,16,329,Seikphyu,MMR009022
 Yes - cannot remember/concentrate at all,1,2,3,3,-,1,4,2,2,2,6,3,2,2,3,2,5,1,2,2,2,3,1,1,1,1,5,2,1,3,3,1,2,-,2,-,1,2,1,2,4,2,4,3,5,-,5,1,2,1,3,3,2,1,2,2,1,6,2,4,3,4,2,2,2,6,2,-,1,1,1,2,5,3,4,5,1,1,1,2,5,2,5,2,3,1,3,1,-,-,-,205,Seikphyu,MMR009022
 Total,1837,1835,1990,2001,2089,2140,2229,2480,1994,2144,2092,2072,1980,2196,2077,1880,1713,1782,1714,1472,1703,1630,1469,1619,1697,1849,1545,1557,1751,1839,1787,1621,1699,1576,1292,1642,1388,1353,1374,1281,1505,1136,1339,1165,1069,1429,1179,1193,1042,937,1216,1034,958,988,965,1083,824,856,858,670,867,582,723,642,615,719,471,531,355,324,507,311,381,332,324,450,192,217,216,157,241,108,128,97,81,106,50,48,39,25,95,102769,Seikphyu,MMR009022
