Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2349,2791,3108,3444,3464,3411,3672,3792,3407,3548,3723,3408,3907,3777,3367,3010,2604,2351,2600,2012,2317,1827,2008,2024,1781,2319,1849,2034,2128,1807,2345,1883,1929,2062,1742,2319,1727,1825,2024,1798,2123,1375,2100,1751,1567,2100,1633,1478,1656,1385,1645,1207,1300,1387,1059,1428,1091,973,983,783,1067,700,785,842,718,890,622,623,511,336,582,257,317,324,303,494,255,166,245,126,166,94,128,108,93,100,68,43,37,22,112,143651,Tanatpin,MMR007002
 Yes - some difficulty,7,11,5,5,9,9,4,8,12,13,11,10,17,8,9,13,8,7,7,9,16,8,6,13,6,11,4,4,6,3,6,3,6,3,2,8,2,8,4,3,11,2,3,5,5,10,12,4,8,10,17,10,18,11,10,15,20,12,18,11,30,11,19,19,16,20,19,26,13,12,33,14,22,22,11,41,25,18,40,12,28,20,22,19,17,22,11,9,5,5,31,1128,Tanatpin,MMR007002
 Yes - a lot of difficulty,5,1,2,6,4,4,3,10,5,5,5,9,1,7,3,4,3,-,8,3,5,1,4,1,1,3,1,-,2,1,3,-,4,1,2,3,4,3,1,1,3,1,1,1,3,7,5,1,4,2,-,2,4,-,1,2,4,1,4,3,2,1,1,4,2,7,5,4,2,3,3,2,5,6,3,12,5,9,7,2,9,3,5,3,2,3,5,5,2,-,11,311,Tanatpin,MMR007002
 Yes - cannot remember/concentrate at all,2,-,2,4,2,2,1,-,4,5,4,6,3,-,6,4,4,3,2,-,3,2,2,-,2,2,4,2,1,1,5,-,2,-,1,3,3,-,1,2,-,1,2,-,-,7,1,-,2,2,4,4,-,2,-,3,-,1,1,1,-,2,2,1,-,3,3,4,1,1,6,2,2,1,2,2,4,3,9,3,3,1,1,5,3,2,1,-,-,1,8,197,Tanatpin,MMR007002
 Total,2363,2803,3117,3459,3479,3426,3680,3810,3428,3571,3743,3433,3928,3792,3385,3031,2619,2361,2617,2024,2341,1838,2020,2038,1790,2335,1858,2040,2137,1812,2359,1886,1941,2066,1747,2333,1736,1836,2030,1804,2137,1379,2106,1757,1575,2124,1651,1483,1670,1399,1666,1223,1322,1400,1070,1448,1115,987,1006,798,1099,714,807,866,736,920,649,657,527,352,624,275,346,353,319,549,289,196,301,143,206,118,156,135,115,127,85,57,44,28,162,145287,Tanatpin,MMR007002
