Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2284,2276,2508,2415,2477,2414,2649,2913,2555,2755,2873,2692,3069,2902,2475,2356,2093,2377,2716,2183,3158,2248,2324,2462,2149,3145,2122,2733,2625,2426,3538,2258,2481,2573,1941,3240,1886,2510,2317,1866,2878,1658,2270,2106,1554,2912,1524,1970,1844,1574,2575,1370,1504,1647,1254,2220,1031,1469,1316,931,1805,931,1016,1156,867,1579,598,982,603,450,1145,398,549,566,406,1000,285,370,410,172,472,201,229,206,123,223,64,112,71,38,229,153847,Ayartaw,MMR005014
 Yes - some difficulty,26,19,11,8,13,7,8,9,9,10,12,6,10,5,8,4,6,3,6,6,11,5,9,3,8,11,5,2,11,4,6,9,8,4,3,12,5,10,5,4,9,6,16,10,5,10,8,9,8,4,16,11,13,8,13,29,9,22,15,15,31,15,15,16,11,29,14,32,21,11,62,14,26,28,22,70,10,25,24,14,46,16,33,31,15,41,13,8,9,7,50,1316,Ayartaw,MMR005014
 Yes - a lot of difficulty,24,3,3,-,1,1,1,4,2,2,1,1,2,4,4,2,2,5,4,2,4,1,6,2,-,7,1,2,2,2,5,3,6,5,3,4,1,2,2,1,2,2,1,2,2,9,1,2,3,-,4,1,1,4,2,4,-,4,3,1,4,3,2,2,1,5,2,4,5,1,11,8,5,2,1,19,6,4,3,2,13,3,3,8,5,12,2,3,4,-,22,340,Ayartaw,MMR005014
 Yes - cannot remember/concentrate at all,4,3,-,7,3,4,8,7,2,6,2,3,7,6,5,1,-,7,5,3,6,-,2,3,2,7,1,2,6,3,4,2,1,1,2,6,1,2,4,1,4,2,4,1,-,7,1,1,2,2,3,2,-,2,-,4,1,1,-,-,8,2,1,2,2,-,3,4,-,3,2,1,1,2,2,5,1,-,5,-,7,2,4,4,6,6,1,2,-,-,14,266,Ayartaw,MMR005014
 Total,2338,2301,2522,2430,2494,2426,2666,2933,2568,2773,2888,2702,3088,2917,2492,2363,2101,2392,2731,2194,3179,2254,2341,2470,2159,3170,2129,2739,2644,2435,3553,2272,2496,2583,1949,3262,1893,2524,2328,1872,2893,1668,2291,2119,1561,2938,1534,1982,1857,1580,2598,1384,1518,1661,1269,2257,1041,1496,1334,947,1848,951,1034,1176,881,1613,617,1022,629,465,1220,421,581,598,431,1094,302,399,442,188,538,222,269,249,149,282,80,125,84,45,315,155769,Ayartaw,MMR005014
