Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2436,2500,2778,2957,3189,2873,2930,3215,2858,2934,3230,3039,3329,3427,3187,3242,2678,2853,3034,2491,3293,2566,2415,2497,2404,3242,2294,2654,2825,2598,3307,2271,2652,2580,2121,3590,2292,2494,2739,2250,3084,1985,2641,2623,2005,3363,2058,2317,2262,1869,2733,1689,1745,1979,1658,2339,1472,1613,1586,1143,1961,1092,1311,1355,1064,1700,975,1129,773,588,1159,483,616,605,427,997,406,424,484,241,544,229,261,267,178,264,129,127,60,59,216,174552,Natogyi,MMR010019
 Yes - some difficulty,1,5,10,6,7,8,10,11,11,10,13,6,5,14,8,9,11,10,6,5,9,1,2,5,6,9,6,4,5,3,10,6,5,2,4,9,7,3,7,5,16,4,7,7,10,23,14,15,10,4,18,11,19,20,23,41,23,19,19,10,46,24,30,44,28,61,40,47,27,24,62,27,39,38,27,83,24,42,34,27,55,23,37,30,22,44,17,18,17,9,51,1684,Natogyi,MMR010019
 Yes - a lot of difficulty,2,4,6,2,4,4,10,5,2,4,5,1,6,4,5,8,1,3,2,5,10,3,2,3,2,6,2,-,2,2,6,5,1,1,1,1,1,2,3,4,6,2,3,4,3,7,3,3,4,2,7,5,11,8,3,10,7,7,2,3,5,1,3,7,9,14,3,5,6,5,22,3,3,8,5,14,6,3,12,6,21,8,2,3,3,12,10,6,3,4,22,474,Natogyi,MMR010019
 Yes - cannot remember/concentrate at all,1,2,3,4,1,3,3,4,2,3,6,2,9,4,4,2,4,4,2,3,3,4,1,5,3,5,3,5,7,1,8,4,4,3,4,6,4,2,-,2,4,4,3,4,3,5,1,2,5,1,2,2,3,3,1,4,1,5,5,3,8,-,4,4,3,10,1,3,3,4,10,2,4,4,4,11,3,5,7,4,14,2,6,9,4,8,3,4,3,4,16,368,Natogyi,MMR010019
 Total,2440,2511,2797,2969,3201,2888,2953,3235,2873,2951,3254,3048,3349,3449,3204,3261,2694,2870,3044,2504,3315,2574,2420,2510,2415,3262,2305,2663,2839,2604,3331,2286,2662,2586,2130,3606,2304,2501,2749,2261,3110,1995,2654,2638,2021,3398,2076,2337,2281,1876,2760,1707,1778,2010,1685,2394,1503,1644,1612,1159,2020,1117,1348,1410,1104,1785,1019,1184,809,621,1253,515,662,655,463,1105,439,474,537,278,634,262,306,309,207,328,159,155,83,76,305,177078,Natogyi,MMR010019
