Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,5024,5102,5358,5525,5542,5020,5264,5935,5392,5520,6244,6038,6684,7339,7393,7101,6676,7552,8298,6860,8843,6715,6904,6759,5679,7809,5462,6823,6803,5903,8279,5242,6106,6156,4715,7495,4425,5733,5922,4890,6463,4260,5696,5447,3806,6930,3520,4836,4473,3612,4814,3229,3660,3736,2881,4274,2431,3166,2931,2358,3321,2162,2503,2597,1684,2842,1256,2133,1454,1054,1950,978,1130,1147,753,1807,604,819,876,485,843,455,480,495,312,507,207,243,174,111,492,368927,Monywa,MMR005012
 Yes - some difficulty,39,21,13,14,12,18,12,17,17,17,12,10,22,16,13,15,10,15,2,11,16,15,11,7,6,14,10,11,11,9,17,10,10,15,9,15,11,13,14,12,18,8,25,16,14,26,13,11,26,16,17,18,22,28,15,32,24,26,19,25,34,21,32,36,23,44,27,37,36,22,58,37,41,40,32,77,30,53,44,22,69,25,44,51,27,54,28,29,15,11,84,2124,Monywa,MMR005012
 Yes - a lot of difficulty,23,7,10,5,3,5,5,16,8,5,11,7,7,6,5,13,6,5,6,7,5,2,7,5,3,4,3,2,9,3,4,4,4,6,3,2,5,4,7,6,8,2,4,2,6,7,3,2,3,4,10,4,4,6,4,6,2,3,1,4,8,4,3,2,4,10,1,10,5,4,9,1,10,3,6,14,4,6,7,11,15,4,8,9,9,7,5,8,6,3,26,555,Monywa,MMR005012
 Yes - cannot remember/concentrate at all,3,5,2,3,5,8,2,12,13,15,9,6,10,13,7,9,7,9,5,4,6,10,5,5,4,12,5,5,2,5,6,2,2,3,4,8,2,3,3,4,8,1,5,5,4,11,3,3,10,-,5,1,5,6,6,12,1,4,7,1,4,4,3,4,2,8,2,5,5,4,3,2,5,2,4,8,3,3,5,3,8,2,5,5,4,8,2,4,3,2,26,489,Monywa,MMR005012
 Total,5089,5135,5383,5547,5562,5051,5283,5980,5430,5557,6276,6061,6723,7374,7418,7138,6699,7581,8311,6882,8870,6742,6927,6776,5692,7839,5480,6841,6825,5920,8306,5258,6122,6180,4731,7520,4443,5753,5946,4912,6497,4271,5730,5470,3830,6974,3539,4852,4512,3632,4846,3252,3691,3776,2906,4324,2458,3199,2958,2388,3367,2191,2541,2639,1713,2904,1286,2185,1500,1084,2020,1018,1186,1192,795,1906,641,881,932,521,935,486,537,560,352,576,242,284,198,127,628,372095,Monywa,MMR005012
