Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1473,1333,1369,1423,1429,1382,1401,1290,1221,1123,1222,964,1145,1123,1114,895,978,986,1050,860,1015,678,801,718,757,817,727,682,803,675,926,534,608,548,546,611,533,471,516,399,583,407,493,457,441,575,397,394,512,283,473,284,321,279,346,274,262,198,210,157,279,125,138,153,141,174,95,94,76,62,98,28,42,46,45,48,32,18,26,7,24,7,11,11,10,7,4,4,4,2,14,46317,Leiktho(ST),MMR003004
 Yes - some difficulty,7,17,4,12,11,8,10,17,16,10,11,9,11,11,16,11,7,9,8,6,16,9,6,8,10,11,18,17,14,12,23,19,16,15,14,27,13,24,21,12,35,30,33,28,24,53,28,36,50,30,58,42,38,38,20,50,36,33,46,31,62,31,32,35,20,39,21,30,23,16,42,22,18,9,14,30,9,13,13,2,17,8,7,3,8,7,4,2,3,3,9,1807,Leiktho(ST),MMR003004
 Yes - a lot of difficulty,3,5,1,1,4,1,1,3,5,3,6,5,6,2,6,4,4,3,1,3,1,4,4,1,4,3,1,2,1,1,4,2,2,1,6,1,5,2,2,1,7,-,3,3,3,2,2,-,5,1,7,1,2,3,3,7,4,-,7,1,13,1,1,4,3,6,2,3,4,4,20,3,4,11,4,7,3,-,8,1,5,-,2,9,1,2,-,2,1,-,5,305,Leiktho(ST),MMR003004
 Yes - cannot remember/concentrate at all,3,1,2,3,1,6,-,2,4,2,1,2,1,4,7,5,3,3,2,1,6,3,2,3,3,3,2,2,4,1,6,1,2,-,1,2,2,3,3,2,4,-,2,1,1,5,1,-,-,-,2,1,2,1,-,1,1,-,-,-,1,-,1,3,3,3,1,1,2,-,3,2,4,-,3,7,1,1,2,1,4,-,-,2,-,1,-,1,-,1,3,177,Leiktho(ST),MMR003004
 Total,1486,1356,1376,1439,1445,1397,1412,1312,1246,1138,1240,980,1163,1140,1143,915,992,1001,1061,870,1038,694,813,730,774,834,748,703,822,689,959,556,628,564,567,641,553,500,542,414,629,437,531,489,469,635,428,430,567,314,540,328,363,321,369,332,303,231,263,189,355,157,172,195,167,222,119,128,105,82,163,55,68,66,66,92,45,32,49,11,50,15,20,25,19,17,8,9,8,6,31,48606,Leiktho(ST),MMR003004
