Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3787,3780,3857,4007,4276,3661,4014,4316,3867,3755,3974,3830,4338,4920,4825,4340,4653,5156,6352,5405,6662,5133,5425,5332,4857,5709,4593,4666,5089,4539,5842,3800,4346,4026,3469,4505,3267,3334,3906,3066,3859,2550,3241,3120,2262,3566,2127,2384,2431,1809,2378,1548,1775,1847,1446,1953,1353,1365,1352,964,1483,803,1008,1085,808,1282,608,933,606,402,706,347,409,421,313,580,337,281,302,127,296,120,156,155,115,152,78,78,61,48,194,236303,Pyigyidagun,MMR010005
 Yes - some difficulty,2,3,2,3,2,2,7,18,7,14,9,13,14,17,13,10,8,10,17,12,8,10,11,9,12,10,17,13,3,10,21,9,8,9,8,19,15,14,8,7,11,11,8,8,9,13,13,19,15,13,15,10,9,14,7,12,10,19,16,5,16,8,12,13,5,17,7,17,13,5,12,7,6,12,12,22,6,7,15,3,15,5,5,8,7,8,10,7,6,5,18,950,Pyigyidagun,MMR010005
 Yes - a lot of difficulty,9,4,-,-,4,1,2,3,5,10,-,5,4,9,8,6,8,7,5,1,3,4,4,1,6,3,2,-,1,4,6,2,4,4,2,2,4,5,2,1,3,1,3,2,-,4,2,2,1,-,1,1,2,1,-,-,3,-,1,1,1,1,4,5,2,3,2,1,3,1,1,2,3,1,1,4,1,1,2,-,5,3,2,1,3,2,-,1,1,-,7,243,Pyigyidagun,MMR010005
 Yes - cannot remember/concentrate at all,2,-,-,2,4,1,7,5,6,4,8,-,9,8,6,4,8,4,4,8,7,4,3,3,4,4,-,5,3,2,4,1,2,3,4,1,1,1,3,3,1,2,1,5,-,3,5,-,1,1,3,-,-,1,1,-,-,-,1,1,1,-,2,1,-,1,-,3,2,2,-,2,-,1,1,1,3,-,1,-,-,-,1,1,-,2,1,1,-,1,-,202,Pyigyidagun,MMR010005
 Total,3800,3787,3859,4012,4286,3665,4030,4342,3885,3783,3991,3848,4365,4954,4852,4360,4677,5177,6378,5426,6680,5151,5443,5345,4879,5726,4612,4684,5096,4555,5873,3812,4360,4042,3483,4527,3287,3354,3919,3077,3874,2564,3253,3135,2271,3586,2147,2405,2448,1823,2397,1559,1786,1863,1454,1965,1366,1384,1370,971,1501,812,1026,1104,815,1303,617,954,624,410,719,358,418,435,327,607,347,289,320,130,316,128,164,165,125,164,89,87,68,54,219,237698,Pyigyidagun,MMR010005
