Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4435,4692,5097,5201,5487,5326,5692,5790,5361,5203,5645,5356,5862,6004,5584,5169,4644,4638,4904,4012,4781,3547,3917,3924,3832,4399,3659,3706,4096,3486,4497,3290,3644,3545,3177,4098,3174,3189,3722,3044,3806,2437,3441,3081,2923,3694,2849,2713,2940,2396,3107,2288,2625,2532,2274,2762,2187,1925,1996,1616,2238,1245,1376,1318,1078,1295,1018,1044,898,607,963,398,542,629,587,977,499,408,470,256,515,297,283,220,216,291,149,112,81,71,300,252802,Pyu,MMR007012
 Yes - some difficulty,42,28,41,41,25,13,17,23,22,19,25,22,23,24,25,21,18,14,23,17,20,12,15,18,11,16,7,13,15,14,20,15,16,13,14,20,17,19,16,11,36,18,32,29,27,42,42,25,35,40,46,23,58,47,39,67,50,50,52,43,68,36,58,50,45,73,50,71,46,41,90,41,39,66,51,101,56,64,68,38,74,53,49,53,30,53,28,32,13,15,63,3201,Pyu,MMR007012
 Yes - a lot of difficulty,33,22,17,5,2,5,7,6,10,13,8,9,15,8,9,9,7,6,2,6,7,4,3,7,4,7,4,6,3,4,3,7,9,9,9,6,6,2,4,6,9,4,6,2,6,5,3,6,2,5,7,3,1,7,6,6,13,5,7,5,9,5,6,10,12,10,7,5,5,3,22,6,6,11,8,24,7,10,11,7,20,11,10,9,14,16,6,4,1,5,31,728,Pyu,MMR007012
 Yes - cannot remember/concentrate at all,31,15,9,6,7,10,9,9,9,5,11,9,12,3,8,10,9,8,7,4,8,4,8,6,3,6,2,7,7,7,10,1,2,5,4,5,3,2,3,4,9,2,7,4,5,3,1,4,7,-,7,6,3,4,2,9,4,4,1,2,7,2,-,4,2,9,1,1,3,2,7,5,5,2,8,10,5,9,10,5,4,2,4,10,6,8,3,5,4,3,24,542,Pyu,MMR007012
 Total,4541,4757,5164,5253,5521,5354,5725,5828,5402,5240,5689,5396,5912,6039,5626,5209,4678,4666,4936,4039,4816,3567,3943,3955,3850,4428,3672,3732,4121,3511,4530,3313,3671,3572,3204,4129,3200,3212,3745,3065,3860,2461,3486,3116,2961,3744,2895,2748,2984,2441,3167,2320,2687,2590,2321,2844,2254,1984,2056,1666,2322,1288,1440,1382,1137,1387,1076,1121,952,653,1082,450,592,708,654,1112,567,491,559,306,613,363,346,292,266,368,186,153,99,94,418,257273,Pyu,MMR007012
