Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4147,3937,4170,4173,4334,3854,4232,4493,4406,4159,4419,4343,5119,5679,5758,5475,5522,5974,6909,6146,7307,5897,6179,5991,5487,6226,5194,5412,5793,4991,6645,4369,4954,4803,4143,5178,3914,4077,4826,3809,4870,3254,4212,4077,3274,4402,3056,3212,3276,2609,3502,2208,2535,2739,2147,2718,1895,1938,1965,1551,2192,1255,1422,1437,1157,1736,943,1190,953,552,914,451,558,575,472,834,435,378,450,234,433,202,221,217,166,223,126,125,66,78,263,282142,Chanmyatharzi,MMR010004
 Yes - some difficulty,22,7,2,14,23,12,14,7,9,14,12,9,19,8,10,12,11,8,6,14,8,17,6,7,6,9,6,3,8,2,5,8,8,7,5,11,6,3,7,8,9,3,6,11,7,13,11,10,9,10,13,13,5,7,6,7,5,8,9,5,16,7,14,12,3,14,9,16,18,9,19,8,8,18,15,26,18,13,19,9,38,10,14,20,14,16,6,10,4,9,34,986,Chanmyatharzi,MMR010004
 Yes - a lot of difficulty,12,6,18,11,14,5,6,6,8,5,4,4,6,9,12,4,3,5,4,4,7,4,3,2,4,6,3,1,5,1,3,5,4,-,4,5,2,2,4,3,6,2,6,1,1,5,1,2,2,3,1,2,1,6,2,4,3,3,-,2,4,1,-,2,1,1,3,2,5,1,6,1,2,2,2,6,1,1,2,-,8,2,1,1,1,2,2,1,1,4,11,344,Chanmyatharzi,MMR010004
 Yes - cannot remember/concentrate at all,4,4,1,2,2,-,8,7,2,6,7,4,7,7,9,3,6,4,4,4,2,5,7,6,3,9,3,3,6,-,4,4,2,7,3,7,3,2,5,4,6,3,3,3,-,1,5,7,6,4,10,1,4,1,2,1,-,2,3,1,6,-,1,1,3,5,3,2,-,-,3,2,3,3,1,3,3,1,1,-,4,2,2,3,3,3,1,2,-,1,8,309,Chanmyatharzi,MMR010004
 Total,4185,3954,4191,4200,4373,3871,4260,4513,4425,4184,4442,4360,5151,5703,5789,5494,5542,5991,6923,6168,7324,5923,6195,6006,5500,6250,5206,5419,5812,4994,6657,4386,4968,4817,4155,5201,3925,4084,4842,3824,4891,3262,4227,4092,3282,4421,3073,3231,3293,2626,3526,2224,2545,2753,2157,2730,1903,1951,1977,1559,2218,1263,1437,1452,1164,1756,958,1210,976,562,942,462,571,598,490,869,457,393,472,243,483,216,238,241,184,244,135,138,71,92,316,283781,Chanmyatharzi,MMR010004
