Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4907,5199,5158,5503,5972,5371,5534,5674,5528,5478,5829,5656,6111,6710,6508,6236,6295,6707,8176,7458,8791,7248,7406,7283,6839,7181,6362,6102,6698,6092,7498,5454,5915,5723,5120,5800,4837,4575,5361,4673,5348,3788,4917,4506,3824,4861,3736,3536,3974,3334,3950,2820,3230,3203,2992,3114,2767,2301,2391,1996,2807,1644,1849,1835,1486,1957,1334,1464,1019,759,1075,653,738,707,648,1046,638,428,571,316,485,266,268,245,201,231,171,125,97,63,284,340966,Shwepyitha,MMR013007
 Yes - some difficulty,24,11,20,9,7,13,10,21,18,20,26,8,17,21,17,18,14,6,19,11,25,9,10,12,21,10,17,14,16,18,22,13,23,24,10,20,17,21,20,23,20,16,23,22,22,33,15,30,26,14,28,19,28,19,17,30,25,27,14,19,29,23,21,24,30,35,23,29,17,13,26,16,22,15,24,38,24,20,28,14,25,17,21,17,17,24,16,11,9,10,42,1782,Shwepyitha,MMR013007
 Yes - a lot of difficulty,10,3,4,3,4,2,6,10,8,8,9,11,12,14,10,5,6,9,8,5,5,-,7,8,8,2,4,5,5,4,7,4,6,6,3,2,1,7,3,4,4,2,5,7,2,2,-,5,7,3,7,3,4,8,3,8,4,2,3,3,3,3,5,1,3,6,4,7,5,2,8,2,6,5,5,7,6,3,4,-,4,2,6,7,2,7,6,2,2,1,15,459,Shwepyitha,MMR013007
 Yes - cannot remember/concentrate at all,6,-,5,4,4,11,7,5,7,7,14,4,5,5,8,4,6,3,6,3,8,1,2,3,1,6,3,4,4,3,2,-,2,2,1,4,1,5,5,1,3,1,3,8,5,6,1,3,4,1,6,1,4,-,4,7,6,5,4,-,5,1,4,5,-,5,2,1,-,1,3,2,1,3,3,4,2,3,3,-,2,1,2,2,3,2,1,1,2,3,8,319,Shwepyitha,MMR013007
 Total,4947,5213,5187,5519,5987,5397,5557,5710,5561,5513,5878,5679,6145,6750,6543,6263,6321,6725,8209,7477,8829,7258,7425,7306,6869,7199,6386,6125,6723,6117,7529,5471,5946,5755,5134,5826,4856,4608,5389,4701,5375,3807,4948,4543,3853,4902,3752,3574,4011,3352,3991,2843,3266,3230,3016,3159,2802,2335,2412,2018,2844,1671,1879,1865,1519,2003,1363,1501,1041,775,1112,673,767,730,680,1095,670,454,606,330,516,286,297,271,223,264,194,139,110,77,349,343526,Shwepyitha,MMR013007
