Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1933,1907,1783,1963,2142,1949,1946,2153,2000,2070,1963,2059,2101,2088,2046,1962,1787,1969,2077,1711,2020,1768,1803,1721,1518,2063,1689,1935,1965,1781,2133,1636,1767,1733,1580,1849,1416,1603,1536,1325,1513,1213,1509,1215,1163,1368,1072,1205,1167,1052,1186,914,987,1001,830,958,727,779,731,611,770,454,509,474,474,468,424,395,274,287,383,247,226,258,221,339,192,161,150,127,163,91,111,91,69,79,25,53,28,30,104,103328,Kyunhlau,MMR005008
 Yes - some difficulty,27,5,-,3,2,6,1,4,4,6,4,4,4,6,4,3,4,3,4,4,4,2,1,1,1,4,-,2,1,3,2,4,5,3,2,2,3,5,2,1,1,2,1,3,3,2,1,3,1,1,5,1,7,4,5,4,5,7,1,2,9,11,9,2,8,9,12,8,12,5,21,8,10,4,8,14,7,11,13,10,13,6,11,12,7,10,5,7,3,5,14,489,Kyunhlau,MMR005008
 Yes - a lot of difficulty,2,1,-,-,1,3,2,2,2,2,4,-,5,3,4,3,1,3,2,1,1,1,1,-,1,-,2,4,1,1,1,1,-,-,1,-,-,-,1,-,1,2,1,1,3,1,2,2,2,-,2,-,1,3,2,-,-,3,1,1,-,-,-,1,-,1,1,3,1,3,3,1,2,1,1,2,2,1,1,4,-,3,3,2,2,-,1,3,3,1,12,143,Kyunhlau,MMR005008
 Yes - cannot remember/concentrate at all,1,-,-,-,2,4,6,3,1,3,2,2,-,3,4,2,3,-,4,2,-,-,2,3,2,3,1,2,1,2,2,4,3,3,1,3,1,-,2,-,2,-,2,-,-,1,1,2,-,-,2,-,-,1,-,-,-,3,-,-,1,-,-,2,2,-,-,4,-,-,2,1,1,2,-,1,1,4,-,2,1,-,-,1,-,-,2,1,1,1,6,127,Kyunhlau,MMR005008
 Total,1963,1913,1783,1966,2147,1962,1955,2162,2007,2081,1973,2065,2110,2100,2058,1970,1795,1975,2087,1718,2025,1771,1807,1725,1522,2070,1692,1943,1968,1787,2138,1645,1775,1739,1584,1854,1420,1608,1541,1326,1517,1217,1513,1219,1169,1372,1076,1212,1170,1053,1195,915,995,1009,837,962,732,792,733,614,780,465,518,479,484,478,437,410,287,295,409,257,239,265,230,356,202,177,164,143,177,100,125,106,78,89,33,64,35,37,136,104087,Kyunhlau,MMR005008
