Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3374,3602,3522,4108,4479,4387,4855,4980,4581,4639,4577,4710,4762,4819,4422,4109,3507,3163,3051,2653,2987,2544,2697,2713,2322,3134,2457,2692,2992,2617,3201,2540,2658,2914,2505,3211,2495,2654,2810,2578,2933,2027,3042,2414,2279,2887,2236,2321,2281,1940,2245,1840,1851,1951,1587,1916,1687,1421,1594,1227,1501,1176,1238,1211,1086,1168,964,899,679,547,803,398,419,459,410,679,347,345,328,210,271,193,197,175,155,147,110,62,53,38,137,195105,Kawa,MMR007003
 Yes - some difficulty,28,21,20,19,11,8,11,14,11,26,16,26,15,23,19,16,12,10,7,5,10,10,7,8,6,7,4,4,7,4,6,4,7,10,7,9,7,9,16,9,8,5,13,10,15,13,12,19,11,14,11,19,15,15,12,23,18,17,23,11,21,11,21,22,19,34,30,30,28,10,31,23,11,31,23,46,29,24,28,21,24,29,25,21,18,32,15,5,11,10,32,1468,Kawa,MMR007003
 Yes - a lot of difficulty,5,4,7,10,10,11,6,5,6,13,15,3,6,8,8,9,4,5,6,7,4,1,1,3,1,1,4,5,8,1,4,1,-,5,3,1,-,1,1,5,1,3,5,-,3,7,1,3,2,3,4,2,4,2,4,5,7,5,4,5,3,5,4,4,8,7,7,2,3,2,8,5,3,4,5,10,3,4,11,3,12,5,3,5,6,5,4,7,3,3,15,437,Kawa,MMR007003
 Yes - cannot remember/concentrate at all,29,28,16,21,16,5,7,3,4,5,5,7,4,4,8,5,-,-,2,4,8,1,4,3,2,3,5,3,-,2,1,2,-,8,3,1,1,1,-,2,3,1,1,-,-,3,3,1,3,2,5,-,3,-,3,3,2,-,5,1,6,3,6,4,1,-,4,2,-,1,2,1,5,5,4,6,1,-,4,2,3,2,4,2,1,3,2,4,1,2,10,353,Kawa,MMR007003
 Total,3436,3655,3565,4158,4516,4411,4879,5002,4602,4683,4613,4746,4787,4854,4457,4139,3523,3178,3066,2669,3009,2556,2709,2727,2331,3145,2470,2704,3007,2624,3212,2547,2665,2937,2518,3222,2503,2665,2827,2594,2945,2036,3061,2424,2297,2910,2252,2344,2297,1959,2265,1861,1873,1968,1606,1947,1714,1443,1626,1244,1531,1195,1269,1241,1114,1209,1005,933,710,560,844,427,438,499,442,741,380,373,371,236,310,229,229,203,180,187,131,78,68,53,194,197363,Kawa,MMR007003
