Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1899,2142,2257,2408,2319,2369,2375,2289,2266,2112,2651,2183,2296,2325,1870,1857,1438,1295,1456,1005,1443,958,1042,1130,900,1249,934,969,1189,810,1582,781,1030,949,821,1346,862,928,1183,782,1775,735,1133,882,817,1492,791,757,951,643,1576,516,743,788,650,1007,690,559,590,335,1236,295,353,445,312,682,248,299,228,108,616,75,133,138,96,247,102,62,112,29,234,28,32,23,27,52,18,13,9,4,73,85459,Paingkyon(ST),MMR003002
 Yes - some difficulty,52,27,18,7,9,5,7,4,11,8,6,6,11,4,4,7,6,4,7,5,2,1,8,3,6,9,3,2,8,1,9,4,7,4,3,7,3,3,15,2,12,9,14,13,16,36,15,18,24,9,53,19,37,39,35,53,47,35,42,22,138,33,52,53,39,89,50,52,43,32,163,21,33,51,38,104,35,22,52,20,103,12,18,23,13,33,11,9,7,6,45,2256,Paingkyon(ST),MMR003002
 Yes - a lot of difficulty,33,4,5,3,-,3,2,2,3,3,4,2,2,4,3,1,5,3,1,5,4,1,7,1,2,3,1,1,2,1,6,1,4,2,3,4,3,1,3,2,2,-,-,-,1,2,2,1,4,3,4,-,1,1,3,11,2,6,11,2,6,-,3,4,5,15,4,8,5,4,49,4,11,9,11,19,7,8,10,3,37,2,11,7,9,18,4,9,7,3,41,529,Paingkyon(ST),MMR003002
 Yes - cannot remember/concentrate at all,22,8,3,1,4,1,2,5,5,3,6,3,4,4,4,2,4,4,4,2,9,5,4,-,2,4,3,-,4,4,8,1,2,-,2,7,6,3,4,3,7,-,2,2,1,9,3,1,3,-,7,1,5,3,4,2,3,-,3,2,8,-,2,5,1,8,3,4,-,2,16,1,1,2,3,16,5,3,7,1,11,1,1,1,3,6,2,2,2,2,21,360,Paingkyon(ST),MMR003002
 Total,2006,2181,2283,2419,2332,2378,2386,2300,2285,2126,2667,2194,2313,2337,1881,1867,1453,1306,1468,1017,1458,965,1061,1134,910,1265,941,972,1203,816,1605,787,1043,955,829,1364,874,935,1205,789,1796,744,1149,897,835,1539,811,777,982,655,1640,536,786,831,692,1073,742,600,646,361,1388,328,410,507,357,794,305,363,276,146,844,101,178,200,148,386,149,95,181,53,385,43,62,54,52,109,35,33,25,15,180,88604,Paingkyon(ST),MMR003002
