Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,608,615,662,612,692,667,757,724,804,754,823,891,947,1094,1313,1494,1504,1844,1974,2006,2474,2472,2599,2667,2442,2334,2015,1888,1796,1568,1881,1327,1394,1369,1198,1327,1111,1139,1260,1117,1290,1017,1202,1160,1022,1226,1090,1087,1083,936,1117,794,935,914,849,827,781,728,742,707,755,522,581,529,508,575,424,483,384,272,354,228,262,298,280,285,208,162,206,121,160,120,118,109,86,81,71,56,46,36,135,84125,Kamayut,MMR013041
 Yes - some difficulty,-,-,-,2,1,3,2,-,2,5,1,1,3,5,-,7,2,-,2,2,3,2,1,-,2,1,1,-,1,2,2,1,2,5,3,-,3,-,1,1,-,1,1,2,3,3,2,4,5,4,2,-,2,6,3,1,1,4,4,3,3,2,2,4,4,3,5,5,10,3,7,7,2,5,3,8,4,5,3,7,4,5,8,11,8,7,4,3,4,1,19,286,Kamayut,MMR013041
 Yes - a lot of difficulty,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,2,1,1,1,-,-,1,2,1,3,-,1,-,1,1,-,1,-,-,1,2,-,1,-,1,1,1,-,-,2,1,1,-,2,-,1,-,-,-,-,-,-,1,-,1,1,-,3,-,2,3,2,1,1,1,2,-,-,2,3,1,2,2,3,1,2,1,1,2,1,-,-,1,-,-,10,84,Kamayut,MMR013041
 Yes - cannot remember/concentrate at all,-,-,-,1,-,-,1,-,-,-,2,-,-,1,2,2,-,1,1,1,-,1,-,-,-,-,1,-,1,-,-,1,2,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,1,-,2,1,2,1,1,1,-,-,1,-,-,-,-,-,-,1,1,1,1,-,1,1,1,2,1,1,5,1,-,-,-,1,3,1,4,1,-,4,2,1,8,74,Kamayut,MMR013041
 Total,608,615,662,615,693,670,760,725,807,759,826,892,950,1101,1316,1505,1507,1846,1978,2009,2477,2476,2602,2668,2447,2335,2018,1888,1799,1571,1883,1330,1398,1374,1202,1329,1115,1140,1261,1119,1291,1020,1204,1163,1027,1230,1093,1091,1091,940,1122,795,939,921,853,829,782,733,747,711,759,524,586,533,514,582,432,490,396,276,364,236,265,307,287,295,219,170,212,129,166,127,130,123,99,89,75,64,52,38,172,84569,Kamayut,MMR013041
