Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1351,1567,1706,1937,1578,1801,1645,1601,1842,1450,2255,1307,1783,1376,998,1726,990,953,1402,699,2126,699,907,879,624,2001,639,767,1170,632,2817,521,749,612,509,2066,574,593,880,488,2591,424,717,601,442,1901,584,592,789,443,2537,419,615,682,491,1238,656,441,536,261,1678,198,275,287,205,628,176,191,158,70,721,64,98,81,72,248,72,54,90,21,334,19,42,32,20,57,17,13,22,17,119,73259,Mongkai,MMR014016
 Yes - some difficulty,1,-,-,1,1,2,1,3,-,3,5,2,5,-,5,4,2,1,5,2,10,-,3,3,2,5,1,2,5,6,16,2,3,4,1,12,3,3,2,4,22,6,6,6,5,18,4,3,8,2,30,1,7,5,8,12,5,3,13,2,53,6,9,11,7,28,7,16,15,3,72,2,8,4,2,26,10,5,6,3,51,2,3,3,4,15,1,1,1,1,32,703,Mongkai,MMR014016
 Yes - a lot of difficulty,-,-,-,-,-,-,3,1,2,-,1,1,-,1,-,1,4,2,1,2,5,1,1,1,2,6,2,2,2,4,13,1,-,-,-,-,2,-,-,-,4,-,-,-,-,2,3,2,-,-,4,-,-,-,1,-,-,-,3,-,8,-,-,3,-,1,1,2,2,-,10,-,2,-,1,3,-,-,3,-,8,1,3,-,-,6,-,1,3,1,12,151,Mongkai,MMR014016
 Yes - cannot remember/concentrate at all,3,1,1,-,1,-,-,1,1,-,3,1,-,-,-,5,1,4,6,6,11,1,8,2,2,8,5,3,4,2,21,2,2,4,-,5,-,1,-,1,6,1,-,-,1,3,-,1,-,-,8,1,2,-,2,1,1,1,1,1,4,-,1,-,1,2,-,-,1,1,6,-,-,-,-,3,1,-,1,-,3,1,2,-,1,-,3,-,-,-,4,181,Mongkai,MMR014016
 Total,1355,1568,1707,1938,1580,1803,1649,1606,1845,1453,2264,1311,1788,1377,1003,1736,997,960,1414,709,2152,701,919,885,630,2020,647,774,1181,644,2867,526,754,620,510,2083,579,597,882,493,2623,431,723,607,448,1924,591,598,797,445,2579,421,624,687,502,1251,662,445,553,264,1743,204,285,301,213,659,184,209,176,74,809,66,108,85,75,280,83,59,100,24,396,23,50,35,25,78,21,15,26,19,167,74294,Mongkai,MMR014016
