Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2233,2431,2369,2956,3314,3308,3440,3459,3424,3438,3601,3167,3654,3766,2787,2740,2240,2185,3214,2009,2682,1697,2085,2167,1714,2663,1774,1936,2434,1680,2695,1533,2074,2034,1469,2603,1553,1595,1986,1205,1925,1020,1843,1594,1150,2139,1139,1043,1457,803,1653,794,1144,1218,937,1632,1016,818,909,484,1295,404,561,607,433,952,369,477,373,185,707,137,240,290,183,432,167,143,204,75,264,78,99,84,57,118,45,36,34,15,62,133158,Myebon,MMR012006
 Yes - some difficulty,43,38,32,42,28,47,26,25,22,37,18,18,17,22,14,12,10,3,17,8,15,7,7,12,9,12,4,7,6,6,13,4,8,15,13,22,9,6,11,3,22,15,20,14,12,37,25,15,28,13,47,21,38,40,26,64,54,49,58,26,94,40,55,63,39,124,49,77,50,30,128,37,58,64,35,113,52,39,43,29,85,29,29,50,34,43,17,18,10,7,41,2874,Myebon,MMR012006
 Yes - a lot of difficulty,36,23,17,21,19,14,15,11,5,6,3,2,4,5,2,5,7,6,8,1,6,1,4,1,1,4,2,3,3,2,4,1,5,6,1,4,3,5,3,1,4,4,4,2,-,1,1,1,3,2,5,2,1,4,6,9,8,5,1,1,12,5,8,9,2,20,5,14,9,5,40,2,12,18,8,30,12,11,21,7,45,10,16,11,13,21,12,9,5,3,25,754,Myebon,MMR012006
 Yes - cannot remember/concentrate at all,20,14,4,6,3,4,3,3,9,6,2,7,6,5,8,11,9,6,8,4,7,2,6,7,-,3,5,4,4,1,3,1,4,2,2,3,3,-,2,1,2,1,3,2,1,6,5,3,3,3,3,-,1,5,2,4,4,5,3,2,5,2,4,-,2,6,2,2,3,-,12,1,5,4,2,12,5,2,4,3,17,2,5,5,2,6,6,2,4,-,26,407,Myebon,MMR012006
 Total,2332,2506,2422,3025,3364,3373,3484,3498,3460,3487,3624,3194,3681,3798,2811,2768,2266,2200,3247,2022,2710,1707,2102,2187,1724,2682,1785,1950,2447,1689,2715,1539,2091,2057,1485,2632,1568,1606,2002,1210,1953,1040,1870,1612,1163,2183,1170,1062,1491,821,1708,817,1184,1267,971,1709,1082,877,971,513,1406,451,628,679,476,1102,425,570,435,220,887,177,315,376,228,587,236,195,272,114,411,119,149,150,106,188,80,65,53,25,154,137193,Myebon,MMR012006
