Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2128,2186,2294,2331,2501,2424,2481,2701,2379,2631,2814,2691,2844,3074,2883,2661,2425,2581,2666,2149,2731,2176,2095,2289,2148,2588,2121,2446,2501,2216,2866,2033,2303,2255,1791,2595,1848,2049,2062,1940,2251,1564,1964,1765,1490,2107,1602,1581,1444,1305,1761,1369,1475,1375,1226,1547,1061,1278,1191,965,1306,956,1015,902,797,1026,561,784,579,462,771,425,454,410,315,618,269,314,327,178,314,147,164,145,107,157,53,79,42,50,159,140104,Yinmarpin,MMR005016
 Yes - some difficulty,6,9,11,9,5,4,8,13,10,9,7,5,7,12,5,8,5,4,5,5,10,4,7,7,4,2,2,6,8,1,5,2,5,6,3,5,5,6,4,5,5,3,5,5,3,10,3,9,4,2,5,4,6,7,6,5,5,11,11,8,18,12,11,10,17,25,14,17,15,12,42,16,17,15,16,37,18,22,28,17,39,13,20,11,10,23,8,13,16,7,30,930,Yinmarpin,MMR005016
 Yes - a lot of difficulty,13,5,2,1,-,-,4,12,3,7,5,3,4,3,4,1,1,6,5,3,4,1,4,3,2,5,4,1,3,-,2,4,1,4,3,3,1,1,2,1,4,1,3,1,2,2,1,1,2,2,2,2,2,2,1,5,-,1,6,1,2,1,3,2,1,5,3,2,2,1,3,-,-,2,1,3,3,3,6,3,8,4,5,5,2,2,5,5,4,3,15,276,Yinmarpin,MMR005016
 Yes - cannot remember/concentrate at all,4,1,1,-,3,4,7,3,2,5,1,4,2,5,4,1,4,-,3,2,2,1,3,2,2,2,1,3,3,1,4,1,1,1,1,1,-,-,5,-,2,-,-,1,1,5,1,4,1,-,2,-,1,1,1,-,-,1,4,1,3,3,-,2,2,1,-,1,-,2,2,-,3,2,2,5,-,1,4,-,1,1,2,3,2,2,2,2,2,-,4,170,Yinmarpin,MMR005016
 Total,2151,2201,2308,2341,2509,2432,2500,2729,2394,2652,2827,2703,2857,3094,2896,2671,2435,2591,2679,2159,2747,2182,2109,2301,2156,2597,2128,2456,2515,2218,2877,2040,2310,2266,1798,2604,1854,2056,2073,1946,2262,1568,1972,1772,1496,2124,1607,1595,1451,1309,1770,1375,1484,1385,1234,1557,1066,1291,1212,975,1329,972,1029,916,817,1057,578,804,596,477,818,441,474,429,334,663,290,340,365,198,362,165,191,164,121,184,68,99,64,60,208,141480,Yinmarpin,MMR005016
