Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1762,1833,1984,2107,2347,2129,2280,2163,2020,2134,2121,1977,2027,2142,1936,1990,1649,1617,1783,1618,1956,1521,1630,1625,1472,2007,1494,1695,1933,1680,2291,1741,1887,1843,1566,2077,1491,1548,1905,1435,2036,1389,1876,1589,1418,1976,1460,1322,1590,1249,1787,1141,1387,1465,1034,1402,1084,927,957,747,1019,592,670,600,494,687,415,433,343,227,412,196,290,296,244,492,223,170,239,122,231,102,124,115,108,106,60,49,46,40,88,111485,Hainggyikyun(ST),MMR017004
 Yes - some difficulty,7,6,4,7,8,13,20,16,18,14,29,14,17,15,30,21,15,14,20,12,15,6,7,7,11,13,7,20,17,8,19,15,13,11,15,18,21,16,22,18,25,29,29,38,22,44,37,34,41,41,59,42,35,59,42,71,35,45,53,45,57,31,45,42,39,45,24,46,47,21,49,31,42,44,43,71,39,27,32,20,53,23,35,20,21,31,23,8,7,5,26,2452,Hainggyikyun(ST),MMR017004
 Yes - a lot of difficulty,1,1,4,2,2,1,9,5,5,6,7,11,11,1,3,6,4,5,4,2,2,1,6,3,1,2,-,1,1,3,4,-,1,1,-,6,-,3,5,3,5,1,5,1,-,1,1,-,6,-,3,1,7,6,4,3,2,1,3,5,5,5,2,4,4,5,3,4,1,1,5,2,7,6,5,16,5,2,6,5,13,6,3,9,9,6,8,7,5,2,17,366,Hainggyikyun(ST),MMR017004
 Yes - cannot remember/concentrate at all,2,-,3,-,4,3,5,3,3,6,4,5,3,3,2,3,2,4,7,3,5,3,-,1,1,2,2,1,1,2,3,1,2,1,3,2,3,2,6,-,1,1,3,1,2,5,1,5,1,-,3,5,4,1,1,2,-,2,1,-,3,1,2,1,1,6,3,-,-,-,1,-,3,1,2,5,1,1,3,-,5,3,1,-,2,1,3,3,2,1,6,206,Hainggyikyun(ST),MMR017004
 Total,1772,1840,1995,2116,2361,2146,2314,2187,2046,2160,2161,2007,2058,2161,1971,2020,1670,1640,1814,1635,1978,1531,1643,1636,1485,2024,1503,1717,1952,1693,2317,1757,1903,1856,1584,2103,1515,1569,1938,1456,2067,1420,1913,1629,1442,2026,1499,1361,1638,1290,1852,1189,1433,1531,1081,1478,1121,975,1014,797,1084,629,719,647,538,743,445,483,391,249,467,229,342,347,294,584,268,200,280,147,302,134,163,144,140,144,94,67,60,48,137,114509,Hainggyikyun(ST),MMR017004
