Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1260,1428,1342,1414,1513,1436,1577,1746,1761,1887,1825,1725,1879,1921,1697,1610,1456,1602,1498,1370,1578,1242,1252,1297,1233,1379,1174,1280,1390,1223,1520,1171,1258,1227,1096,1336,1068,1064,1130,967,1171,901,1039,963,857,1046,814,841,840,756,871,645,735,796,646,747,583,538,553,474,593,379,426,388,395,423,283,260,191,132,243,131,177,153,162,187,99,101,106,62,114,61,65,53,66,33,30,24,23,9,57,78074,Pindaya,MMR014006
 Yes - some difficulty,16,8,10,11,5,4,4,5,3,9,5,5,2,8,2,5,1,1,5,2,2,5,4,1,2,5,5,3,2,3,11,1,3,4,10,7,10,3,6,6,10,4,4,9,11,12,8,7,13,9,20,11,11,18,20,20,12,17,16,17,34,20,23,23,22,20,24,26,13,12,26,18,14,19,19,33,13,14,12,11,19,11,8,11,7,7,7,4,7,4,10,944,Pindaya,MMR014006
 Yes - a lot of difficulty,4,-,2,1,1,-,1,-,2,3,3,3,2,1,4,-,-,-,-,1,-,1,-,2,-,3,3,-,1,-,2,2,-,2,-,1,1,2,1,3,-,2,2,3,1,2,-,1,1,2,2,3,5,4,4,1,5,5,4,4,5,3,2,2,4,-,2,2,1,1,4,2,3,1,3,7,4,1,4,2,6,1,1,-,3,1,1,-,-,-,3,172,Pindaya,MMR014006
 Yes - cannot remember/concentrate at all,-,-,-,1,-,-,-,4,2,4,2,5,1,3,3,2,1,3,1,2,1,1,-,1,1,1,3,1,-,1,3,-,2,3,-,2,2,1,1,-,3,-,4,-,-,1,2,1,1,2,3,-,-,-,3,1,2,1,2,-,1,-,1,1,-,1,1,-,1,1,2,-,-,-,4,2,2,2,1,1,-,-,-,-,1,2,-,-,1,1,3,113,Pindaya,MMR014006
 Total,1280,1436,1354,1427,1519,1440,1582,1755,1768,1903,1835,1738,1884,1933,1706,1617,1458,1606,1504,1375,1581,1249,1256,1301,1236,1388,1185,1284,1393,1227,1536,1174,1263,1236,1106,1346,1081,1070,1138,976,1184,907,1049,975,869,1061,824,850,855,769,896,659,751,818,673,769,602,561,575,495,633,402,452,414,421,444,310,288,206,146,275,151,194,173,188,229,118,118,123,76,139,73,74,64,77,43,38,28,31,14,73,79303,Pindaya,MMR014006
