Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3924,3941,4200,4443,4679,4525,4585,4825,4544,4722,4727,4707,5161,5654,5581,5146,4860,5232,5880,5185,6146,5082,4904,4678,4543,5385,4533,4599,5197,4680,6027,4369,4737,4269,3909,4678,3802,3647,4537,3664,4614,3163,4392,3853,3309,4134,3523,3391,3881,3008,3998,2917,3313,3247,2882,3312,2762,2338,2592,2130,2918,1711,1856,1487,1240,1626,1036,1047,891,566,936,510,598,649,641,982,561,445,539,281,509,283,312,269,232,247,157,131,102,68,287,279783,Pathein,MMR017001
 Yes - some difficulty,82,80,68,54,38,33,20,32,38,31,26,27,35,43,40,21,17,21,28,24,40,26,23,20,29,28,19,18,34,21,45,35,42,26,33,34,30,40,36,38,48,26,55,54,33,54,62,64,80,70,108,81,87,110,98,128,115,119,101,98,172,81,109,87,107,122,78,109,80,56,126,51,70,90,78,164,107,78,106,67,114,58,55,65,54,73,40,21,38,12,95,5529,Pathein,MMR017001
 Yes - a lot of difficulty,75,34,12,23,20,8,13,18,7,13,16,11,14,15,20,20,4,9,14,10,11,8,8,7,5,12,10,6,9,-,11,10,4,14,9,5,5,3,12,9,14,7,9,13,8,10,7,6,15,15,11,9,15,11,12,22,11,13,11,19,14,7,21,7,7,14,9,12,10,7,25,16,5,9,14,22,12,10,15,7,29,14,22,18,8,18,13,9,10,6,34,1176,Pathein,MMR017001
 Yes - cannot remember/concentrate at all,25,15,18,12,13,8,8,13,15,8,8,11,9,13,10,5,6,6,10,6,3,9,6,5,1,7,5,1,7,1,7,4,4,8,5,5,2,6,5,6,9,5,4,3,5,9,5,7,6,3,2,4,8,2,5,7,8,3,9,3,8,5,5,4,2,5,4,6,3,1,5,4,6,3,2,13,3,3,8,-,9,10,3,2,8,8,6,3,3,2,16,583,Pathein,MMR017001
 Total,4106,4070,4298,4532,4750,4574,4626,4888,4604,4774,4777,4756,5219,5725,5651,5192,4887,5268,5932,5225,6200,5125,4941,4710,4578,5432,4567,4624,5247,4702,6090,4418,4787,4317,3956,4722,3839,3696,4590,3717,4685,3201,4460,3923,3355,4207,3597,3468,3982,3096,4119,3011,3423,3370,2997,3469,2896,2473,2713,2250,3112,1804,1991,1585,1356,1767,1127,1174,984,630,1092,581,679,751,735,1181,683,536,668,355,661,365,392,354,302,346,216,164,153,88,432,287071,Pathein,MMR017001
