Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,971,921,917,1032,1029,939,998,989,1017,1043,1015,881,994,967,961,879,811,771,754,627,695,532,481,492,488,496,422,369,485,375,520,353,390,336,388,458,408,373,354,353,509,303,362,366,434,512,352,329,377,321,485,236,286,277,307,291,268,243,277,251,335,136,174,147,200,196,137,125,138,83,185,81,82,75,101,101,42,37,63,45,90,21,29,35,34,23,14,10,10,10,52,36881,Matupi,MMR004007
 Yes - some difficulty,39,42,37,50,43,26,29,14,13,10,10,9,7,12,6,9,8,4,11,2,9,3,6,5,4,6,2,4,6,2,10,7,7,2,5,11,8,1,4,5,16,11,5,9,17,24,19,18,14,13,48,8,16,17,25,17,25,24,25,19,54,19,18,13,29,30,24,18,27,24,58,15,15,15,32,19,12,7,11,10,25,6,5,6,7,12,7,5,2,3,13,1399,Matupi,MMR004007
 Yes - a lot of difficulty,14,3,10,6,9,5,7,3,6,2,2,1,4,2,4,1,2,3,1,2,5,1,-,-,3,3,-,1,1,4,2,-,1,1,1,4,2,2,-,1,8,1,1,1,8,6,3,3,4,-,7,4,5,5,5,1,4,4,2,4,11,4,8,5,9,10,6,6,8,2,17,5,4,5,13,5,3,1,8,5,19,3,3,2,5,-,3,1,1,1,14,382,Matupi,MMR004007
 Yes - cannot remember/concentrate at all,3,3,4,1,3,1,3,6,6,7,9,4,6,5,5,6,3,5,4,3,8,2,4,6,2,4,3,3,4,3,4,2,5,4,6,2,8,2,2,2,9,8,6,3,10,15,10,3,5,3,11,2,1,5,6,7,6,1,10,4,12,5,4,10,8,8,6,1,3,2,13,3,5,4,8,1,1,4,5,1,10,1,1,2,3,-,-,2,-,1,12,424,Matupi,MMR004007
 Total,1027,969,968,1089,1084,971,1037,1012,1042,1062,1036,895,1011,986,976,895,824,783,770,634,717,538,491,503,497,509,427,377,496,384,536,362,403,343,400,475,426,378,360,361,542,323,374,379,469,557,384,353,400,337,551,250,308,304,343,316,303,272,314,278,412,164,204,175,246,244,173,150,176,111,273,104,106,99,154,126,58,49,87,61,144,31,38,45,49,35,24,18,13,15,91,39086,Matupi,MMR004007
