Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3875,3954,4078,4325,4655,4325,4403,4690,4451,4444,4689,4732,5108,5315,5338,4829,4570,4747,5529,4898,5574,4979,5111,4841,4725,5118,4657,4575,5270,4607,5494,4187,4586,4436,3996,4528,3787,3666,4341,3663,4451,3148,4058,3651,3335,3911,3284,3088,3310,2704,3185,2345,2733,2698,2354,2651,2371,1857,2090,1678,2227,1344,1562,1541,1260,1612,1025,1240,934,649,974,505,554,561,543,783,483,390,422,226,341,221,228,229,183,211,145,102,87,64,270,264914,Thanlyin,MMR013023
 Yes - some difficulty,184,122,58,46,14,9,14,14,9,13,11,16,17,19,10,9,7,7,8,7,5,10,10,3,6,13,9,12,7,9,17,13,16,13,11,12,19,8,14,16,18,13,23,19,18,26,21,19,29,21,45,31,33,28,30,34,34,31,31,29,45,23,29,42,36,50,30,39,33,17,55,12,40,28,38,59,26,26,35,27,42,15,32,30,21,25,24,14,11,11,44,2309,Thanlyin,MMR013023
 Yes - a lot of difficulty,77,18,5,3,4,2,3,6,7,4,8,6,7,2,2,5,1,11,7,3,3,1,6,4,3,7,7,3,3,2,3,-,4,6,4,7,1,1,5,4,4,2,2,3,1,7,2,4,7,6,9,3,1,5,5,5,5,6,1,3,8,3,3,2,2,7,3,8,5,7,7,1,3,3,6,11,6,4,9,3,9,6,5,3,6,4,4,5,1,2,18,500,Thanlyin,MMR013023
 Yes - cannot remember/concentrate at all,25,14,6,3,7,7,5,7,7,1,6,4,6,8,11,5,7,6,6,6,3,6,8,6,2,6,1,2,8,1,2,6,4,2,1,8,4,7,1,1,3,1,1,-,2,4,3,3,-,1,3,1,2,1,1,3,5,-,4,3,2,1,2,3,1,4,1,2,5,-,6,1,-,2,3,6,2,2,2,2,1,2,3,3,2,4,1,-,-,-,10,340,Thanlyin,MMR013023
 Total,4161,4108,4147,4377,4680,4343,4425,4717,4474,4462,4714,4758,5138,5344,5361,4848,4585,4771,5550,4914,5585,4996,5135,4854,4736,5144,4674,4592,5288,4619,5516,4206,4610,4457,4012,4555,3811,3682,4361,3684,4476,3164,4084,3673,3356,3948,3310,3114,3346,2732,3242,2380,2769,2732,2390,2693,2415,1894,2126,1713,2282,1371,1596,1588,1299,1673,1059,1289,977,673,1042,519,597,594,590,859,517,422,468,258,393,244,268,265,212,244,174,121,99,77,342,268063,Thanlyin,MMR013023
