Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1870,1783,1666,1840,1852,1706,1800,2086,1992,2085,1942,1950,2188,2326,2006,2074,1819,1939,2037,1729,1908,1476,1498,1552,1483,1691,1435,1561,1663,1495,1779,1288,1358,1431,1170,1518,1188,1229,1206,1054,1252,984,1178,1104,915,1221,764,853,813,727,876,623,696,737,658,845,594,557,524,441,511,357,406,412,350,403,289,349,215,147,271,165,147,172,125,172,113,95,111,63,99,45,55,57,40,54,27,26,17,15,66,89409,Shwegu,MMR001011
 Yes - some difficulty,6,10,20,16,20,7,11,9,9,11,15,9,10,11,16,9,9,6,6,3,4,8,7,4,9,6,6,10,5,6,8,4,6,11,5,9,5,6,12,19,16,8,4,14,14,17,6,11,8,13,20,7,15,11,11,18,5,12,12,6,24,7,9,13,21,20,17,12,10,9,13,10,15,9,15,9,7,5,9,3,11,9,7,9,9,7,3,4,3,5,6,901,Shwegu,MMR001011
 Yes - a lot of difficulty,14,9,4,2,-,-,1,4,3,6,4,6,6,3,3,2,6,7,4,3,2,3,1,1,-,1,-,3,3,3,2,-,-,2,1,1,1,3,1,3,-,1,3,1,-,5,-,1,3,1,3,1,2,2,3,3,1,2,1,1,6,1,2,2,1,3,2,1,1,-,3,-,2,2,4,2,3,7,2,2,2,5,1,3,3,-,2,1,1,3,3,222,Shwegu,MMR001011
 Yes - cannot remember/concentrate at all,17,3,1,1,2,-,4,1,4,1,4,5,1,4,1,1,3,3,4,1,1,4,4,2,1,3,1,2,1,-,1,-,3,1,2,3,-,-,1,-,2,-,2,2,3,3,1,1,2,1,2,1,-,-,1,-,1,-,-,1,6,-,2,-,2,1,3,-,-,2,1,1,1,1,1,1,-,2,4,1,3,1,-,2,1,1,1,1,2,1,3,159,Shwegu,MMR001011
 Total,1907,1805,1691,1859,1874,1713,1816,2100,2008,2103,1965,1970,2205,2344,2026,2086,1837,1955,2051,1736,1915,1491,1510,1559,1493,1701,1442,1576,1672,1504,1790,1292,1367,1445,1178,1531,1194,1238,1220,1076,1270,993,1187,1121,932,1246,771,866,826,742,901,632,713,750,673,866,601,571,537,449,547,365,419,427,374,427,311,362,226,158,288,176,165,184,145,184,123,109,126,69,115,60,63,71,53,62,33,32,23,24,78,90691,Shwegu,MMR001011
