Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1093,1022,1077,1193,1179,1236,1253,1255,1138,1105,1102,1000,1115,1153,1094,930,831,830,1065,862,992,744,824,872,751,1003,805,776,859,743,975,664,754,719,618,773,592,537,617,502,656,417,586,497,408,640,368,334,417,310,453,291,347,319,283,377,262,211,195,122,233,115,120,107,119,189,88,70,63,44,99,35,42,37,32,66,33,22,28,14,30,3,13,12,11,14,14,6,3,3,24,45835,Bokepyin,MMR006010
 Yes - some difficulty,12,13,21,16,12,4,4,6,6,7,7,4,12,6,8,9,9,3,7,5,5,6,5,8,6,9,6,9,12,5,12,8,3,10,6,12,5,7,9,6,16,14,14,9,4,15,7,15,13,6,13,7,6,8,11,16,5,8,5,3,17,3,9,8,11,12,4,4,6,7,7,8,3,5,4,10,5,3,5,2,10,4,5,2,3,6,2,4,-,-,5,689,Bokepyin,MMR006010
 Yes - a lot of difficulty,12,10,4,6,2,-,1,3,2,3,1,1,2,1,1,2,-,1,5,3,1,3,5,-,4,3,2,1,-,1,5,4,3,1,1,4,2,-,1,1,2,4,2,1,-,5,3,2,4,6,5,4,3,2,4,4,2,6,-,5,8,4,2,2,2,3,4,1,3,4,3,-,4,2,2,4,-,1,2,1,1,1,-,1,-,1,-,-,-,2,3,227,Bokepyin,MMR006010
 Yes - cannot remember/concentrate at all,6,2,1,2,-,1,1,2,1,1,-,2,2,-,1,1,3,-,2,-,3,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,1,1,3,-,-,-,-,1,2,1,1,-,-,1,-,-,1,-,-,1,1,1,-,1,-,-,1,-,-,-,-,1,-,2,-,-,-,-,1,3,1,-,1,-,-,-,-,-,1,1,-,-,1,1,3,70,Bokepyin,MMR006010
 Total,1123,1047,1103,1217,1193,1241,1259,1266,1147,1116,1110,1007,1131,1160,1104,942,843,834,1079,870,1001,753,834,881,762,1016,813,787,872,749,992,676,761,730,625,789,600,545,630,509,674,435,602,508,414,661,379,351,434,323,471,302,357,329,298,398,270,226,200,131,258,122,132,117,132,204,96,76,72,57,109,43,49,44,39,83,39,26,36,17,41,8,18,15,15,22,16,10,4,6,35,46821,Bokepyin,MMR006010
