Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2642,2945,2831,3059,3341,3259,3111,3227,2994,3015,3214,3106,3334,3556,3213,3122,2696,2806,2832,2497,2918,2320,2447,2425,2219,2806,2364,2500,2688,2336,2876,2297,2404,2459,2085,2772,2300,2103,2476,2275,2445,1904,2349,2154,1913,2333,1990,1749,1940,1615,2186,1655,1769,1871,1598,1945,1503,1386,1420,1231,1551,1024,1043,1116,957,1089,718,733,534,430,677,439,539,474,466,756,493,361,403,227,375,242,246,217,161,209,105,85,64,44,172,162776,Zalun,MMR017009
 Yes - some difficulty,37,33,27,31,26,18,17,16,24,15,21,21,14,16,15,24,15,12,9,6,15,12,14,6,17,20,10,10,10,17,24,17,20,26,28,23,15,25,22,24,46,24,35,40,33,39,53,48,54,52,71,52,56,65,65,70,70,52,88,57,95,69,79,96,80,116,86,97,81,52,87,60,88,99,101,144,97,81,92,69,120,77,73,65,68,67,43,24,39,15,100,4282,Zalun,MMR017009
 Yes - a lot of difficulty,20,15,6,4,5,7,7,7,10,10,9,5,7,9,5,8,10,3,4,3,6,2,3,5,3,3,6,8,6,3,5,2,3,2,4,6,3,3,8,5,7,5,3,6,2,6,1,5,4,3,4,3,6,7,4,9,5,7,4,8,7,3,6,4,10,8,9,5,5,3,7,4,15,19,9,20,19,15,19,11,33,12,18,24,19,27,7,9,11,5,32,734,Zalun,MMR017009
 Yes - cannot remember/concentrate at all,14,12,16,13,15,5,7,6,4,5,7,5,7,3,4,5,-,4,3,-,3,5,5,4,3,2,2,3,2,3,1,1,4,3,6,8,2,2,4,4,2,2,3,1,4,4,7,3,3,2,2,4,5,3,1,4,4,2,3,2,2,2,5,5,4,1,1,2,3,-,4,1,7,4,3,7,6,3,8,4,6,6,7,7,6,8,4,6,3,3,20,411,Zalun,MMR017009
 Total,2713,3005,2880,3107,3387,3289,3142,3256,3032,3045,3251,3137,3362,3584,3237,3159,2721,2825,2848,2506,2942,2339,2469,2440,2242,2831,2382,2521,2706,2359,2906,2317,2431,2490,2123,2809,2320,2133,2510,2308,2500,1935,2390,2201,1952,2382,2051,1805,2001,1672,2263,1714,1836,1946,1668,2028,1582,1447,1515,1298,1655,1098,1133,1221,1051,1214,814,837,623,485,775,504,649,596,579,927,615,460,522,311,534,337,344,313,254,311,159,124,117,67,324,168203,Zalun,MMR017009
