Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3399,3282,3194,3538,3681,3249,3500,3857,3685,3779,3921,3639,4114,4249,3898,3549,3397,3319,3568,3195,3355,2914,2881,2868,2429,2823,2484,2777,2870,2524,3059,2330,2605,2468,2216,2768,2168,2355,2476,2000,2273,1809,2183,2117,1818,2204,1603,1754,1621,1406,1596,1324,1427,1469,1218,1463,1138,1034,1047,880,1029,752,775,722,647,787,535,569,413,313,507,247,304,318,281,404,230,206,252,127,201,115,117,119,93,86,63,50,29,31,115,166204,Katha,MMR005020
 Yes - some difficulty,2,1,1,7,4,7,14,12,11,18,16,19,25,14,15,13,9,9,10,8,5,11,6,3,3,6,2,7,11,4,5,7,8,4,5,7,2,10,11,5,6,8,10,13,12,18,12,9,14,5,18,9,23,10,21,27,25,16,18,17,16,8,10,17,16,22,13,20,11,5,15,14,13,8,20,26,22,18,16,15,21,14,13,16,15,11,5,9,7,5,30,1079,Katha,MMR005020
 Yes - a lot of difficulty,-,2,1,3,3,3,1,2,3,7,2,4,7,12,3,2,7,-,5,7,2,6,4,1,2,4,6,2,5,2,3,1,1,2,2,3,1,2,4,1,5,1,2,2,1,4,2,-,2,1,2,1,1,1,-,5,2,1,1,5,5,1,2,2,4,7,1,4,-,1,8,1,1,2,3,7,5,2,2,3,5,3,-,5,4,3,5,4,3,2,7,269,Katha,MMR005020
 Yes - cannot remember/concentrate at all,-,1,2,1,-,1,4,4,4,4,10,5,4,7,2,5,6,5,3,2,6,3,3,2,-,2,-,2,-,1,2,2,2,-,1,3,1,1,-,2,3,2,4,5,1,1,1,-,1,2,2,2,1,2,-,1,3,2,4,3,3,1,2,1,1,2,-,1,2,2,-,1,-,-,3,2,2,2,3,1,2,-,1,1,1,2,2,-,-,-,1,182,Katha,MMR005020
 Total,3401,3286,3198,3549,3688,3260,3519,3875,3703,3808,3949,3667,4150,4282,3918,3569,3419,3333,3586,3212,3368,2934,2894,2874,2434,2835,2492,2788,2886,2531,3069,2340,2616,2474,2224,2781,2172,2368,2491,2008,2287,1820,2199,2137,1832,2227,1618,1763,1638,1414,1618,1336,1452,1482,1239,1496,1168,1053,1070,905,1053,762,789,742,668,818,549,594,426,321,530,263,318,328,307,439,259,228,273,146,229,132,131,141,113,102,75,63,39,38,153,167734,Katha,MMR005020
