Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4010,3853,3996,4072,4468,3949,4155,4478,4455,4606,4750,4967,5307,6128,6311,5874,5952,6592,7844,7362,8469,7162,7150,6711,6342,6745,5986,5798,6200,5679,6771,5212,5569,5382,4859,5444,4720,4567,5308,4617,5415,4117,4994,4903,4439,5093,4254,4256,4616,3837,4297,3389,3739,3754,3278,3415,2990,2681,2868,2285,2815,1847,2105,1973,1621,2033,1460,1581,1292,914,1251,801,919,957,902,1273,805,646,708,482,645,386,417,379,349,341,234,183,128,106,365,330358,North Okkalapa,MMR013012
 Yes - some difficulty,13,17,2,4,13,6,13,7,8,15,10,10,7,14,17,13,15,14,10,12,19,11,9,4,13,6,9,8,11,10,13,3,6,8,12,10,9,13,12,12,14,13,27,19,18,26,17,23,34,17,22,28,25,23,15,25,18,18,27,23,30,22,25,29,28,43,35,34,34,31,46,21,48,34,49,69,39,41,47,33,44,46,26,55,22,44,31,23,19,13,60,1971,North Okkalapa,MMR013012
 Yes - a lot of difficulty,11,-,3,-,2,3,4,7,4,10,9,5,7,7,15,12,7,12,5,5,9,2,4,3,3,3,5,8,2,7,3,1,2,4,5,4,3,5,4,3,10,2,6,8,2,1,7,6,2,6,10,4,6,6,6,7,4,3,7,6,5,9,3,3,6,7,11,2,4,4,8,3,8,6,10,14,9,4,10,4,6,2,1,6,2,5,6,5,4,9,22,515,North Okkalapa,MMR013012
 Yes - cannot remember/concentrate at all,5,6,3,1,4,3,7,6,6,7,4,7,11,4,10,5,8,9,4,3,9,5,1,4,5,5,5,6,5,2,5,4,4,7,4,1,3,4,2,3,4,6,6,11,6,5,4,4,-,4,6,5,7,6,3,6,10,5,4,2,3,4,5,2,5,9,4,3,5,1,3,5,9,6,8,7,6,3,4,3,4,4,5,8,4,6,6,5,1,1,9,449,North Okkalapa,MMR013012
 Total,4039,3876,4004,4077,4487,3961,4179,4498,4473,4638,4773,4989,5332,6153,6353,5904,5982,6627,7863,7382,8506,7180,7164,6722,6363,6759,6005,5820,6218,5698,6792,5220,5581,5401,4880,5459,4735,4589,5326,4635,5443,4138,5033,4941,4465,5125,4282,4289,4652,3864,4335,3426,3777,3789,3302,3453,3022,2707,2906,2316,2853,1882,2138,2007,1660,2092,1510,1620,1335,950,1308,830,984,1003,969,1363,859,694,769,522,699,438,449,448,377,396,277,216,152,129,456,333293,North Okkalapa,MMR013012
