Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,755,600,690,695,704,698,685,703,724,661,768,635,668,701,688,606,680,652,721,550,635,517,546,475,506,547,496,443,504,409,537,387,439,364,386,421,393,365,395,356,441,303,362,340,300,417,308,257,298,237,331,185,257,211,218,200,184,181,174,147,204,100,128,116,118,146,91,71,71,45,73,41,65,53,44,68,27,27,38,10,36,18,11,12,13,16,7,7,4,4,24,29744,Thandaunggyi,MMR003004
 Yes - some difficulty,5,2,1,4,4,1,2,2,6,4,7,4,4,3,3,2,3,1,-,4,4,1,4,1,-,3,4,1,1,4,5,3,2,4,2,6,-,5,3,-,4,3,2,3,5,9,5,2,4,2,7,1,7,5,5,3,3,5,4,4,11,4,1,4,2,5,4,4,5,-,9,4,3,4,2,8,6,6,2,2,6,5,2,2,-,2,-,2,-,-,6,309,Thandaunggyi,MMR003004
 Yes - a lot of difficulty,2,-,1,1,-,4,-,-,2,-,-,-,2,1,2,2,1,1,1,1,-,-,2,1,2,1,-,-,-,-,1,-,-,1,3,2,-,-,-,2,1,-,-,-,1,-,-,1,1,1,3,1,1,-,1,1,2,1,1,-,3,1,1,-,1,-,-,-,1,-,1,-,-,-,-,-,1,-,1,-,3,-,1,-,1,1,-,1,4,-,4,77,Thandaunggyi,MMR003004
 Yes - cannot remember/concentrate at all,5,5,2,-,2,1,1,2,-,1,-,2,1,1,1,3,1,1,2,-,3,-,-,1,1,-,-,-,-,-,-,2,1,1,-,-,-,1,-,-,-,3,1,-,1,2,-,-,1,-,1,1,2,1,-,-,2,2,-,-,-,-,1,-,-,-,-,1,-,-,3,-,1,1,2,-,-,4,-,1,1,-,-,1,-,-,-,-,-,-,5,79,Thandaunggyi,MMR003004
 Total,767,607,694,700,710,704,688,707,732,666,775,641,675,706,694,613,685,655,724,555,642,518,552,478,509,551,500,444,505,413,543,392,442,370,391,429,393,371,398,358,446,309,365,343,307,428,313,260,304,240,342,188,267,217,224,204,191,189,179,151,218,105,131,120,121,151,95,76,77,45,86,45,69,58,48,76,34,37,41,13,46,23,14,15,14,19,7,10,8,4,39,30209,Thandaunggyi,MMR003004
