Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,862,1924,2489,2720,2434,2896,2618,2511,3282,2137,3917,1579,2674,2563,1976,3569,2020,1677,2772,1322,3869,929,1040,1271,895,3058,788,900,1398,674,3600,364,576,558,438,2378,466,504,802,481,2859,234,355,414,245,1765,269,233,466,221,2440,153,184,212,164,799,178,115,238,91,1704,64,78,119,76,529,54,64,120,39,767,31,34,32,23,169,18,15,38,13,297,11,8,5,9,36,6,2,7,8,71,89013,Panwine,MMR015007
 Yes - some difficulty,55,71,76,81,79,84,69,61,64,28,86,32,60,52,35,95,42,52,69,30,108,16,27,29,32,87,30,17,36,21,176,15,27,11,29,118,15,17,45,18,253,14,32,29,11,168,28,26,45,11,354,10,26,16,17,134,32,23,38,21,471,13,16,23,20,173,18,25,32,18,328,6,15,13,7,90,4,2,18,11,157,2,2,3,2,19,2,1,4,1,24,4903,Panwine,MMR015007
 Yes - a lot of difficulty,41,68,87,63,55,55,45,31,50,25,44,22,38,22,22,41,34,21,22,15,59,8,9,11,9,27,12,23,15,8,58,9,7,5,5,40,8,9,15,7,86,14,12,20,9,46,7,6,12,8,126,10,8,9,14,28,16,11,13,5,165,3,5,14,5,51,6,6,13,7,162,7,9,5,3,23,5,4,5,4,106,1,5,1,1,15,1,3,3,2,31,2276,Panwine,MMR015007
 Yes - cannot remember/concentrate at all,16,14,10,11,12,4,4,7,8,7,12,4,13,8,10,8,9,6,11,7,18,6,3,4,6,4,6,7,6,3,26,-,5,3,2,13,6,4,8,1,39,1,8,7,2,23,3,7,7,5,51,7,2,6,8,12,9,17,9,9,68,3,4,4,3,25,3,9,5,2,75,3,7,4,10,23,5,1,4,2,47,5,3,2,1,7,1,1,2,-,32,905,Panwine,MMR015007
 Total,974,2077,2662,2875,2580,3039,2736,2610,3404,2197,4059,1637,2785,2645,2043,3713,2105,1756,2874,1374,4054,959,1079,1315,942,3176,836,947,1455,706,3860,388,615,577,474,2549,495,534,870,507,3237,263,407,470,267,2002,307,272,530,245,2971,180,220,243,203,973,235,166,298,126,2408,83,103,160,104,778,81,104,170,66,1332,47,65,54,43,305,32,22,65,30,607,19,18,11,13,77,10,7,16,11,158,97097,Panwine,MMR015007
