Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2720,2838,2784,3072,2991,2925,2916,3086,2762,3057,2960,2790,3362,3446,3187,3150,2906,3114,3403,2890,3381,2903,2978,2766,2530,3182,2429,2714,2834,2414,3034,2276,2490,2542,2130,2832,2047,2203,2359,1984,2363,1727,2084,2013,1609,2380,1561,1793,1704,1366,1711,1275,1444,1510,1255,1619,1118,1239,1080,805,1102,803,783,814,674,932,486,691,447,347,566,280,349,346,252,409,220,270,265,180,240,137,151,131,103,132,54,72,46,32,131,155488,Sinku,MMR010010
 Yes - some difficulty,53,50,45,48,27,10,10,6,3,5,10,7,10,6,14,5,6,4,6,1,8,4,12,3,2,6,5,1,1,3,6,2,7,2,3,3,5,7,10,8,8,4,16,6,12,14,16,13,12,10,24,17,21,14,20,30,14,22,18,14,30,24,21,24,18,27,20,28,23,18,26,18,20,26,19,36,13,26,23,14,24,16,11,21,9,21,5,9,11,11,26,1347,Sinku,MMR010010
 Yes - a lot of difficulty,80,29,13,8,4,2,2,4,5,6,5,6,8,9,4,3,3,3,4,3,3,3,5,2,1,1,1,5,-,4,-,2,2,3,1,1,5,2,1,-,1,1,-,1,1,3,-,2,1,2,2,2,3,-,-,2,4,1,4,2,5,5,3,6,7,3,1,2,2,1,4,5,3,4,5,8,2,4,7,1,8,5,6,3,5,3,3,3,1,4,15,409,Sinku,MMR010010
 Yes - cannot remember/concentrate at all,31,21,10,13,13,6,3,6,4,9,6,4,10,5,4,8,5,1,4,6,6,6,5,2,2,1,1,7,7,4,3,-,4,3,2,1,1,4,3,3,4,2,1,1,2,1,1,1,2,1,2,1,1,2,-,1,-,-,3,1,3,-,-,3,1,2,-,3,2,2,4,2,1,4,1,7,3,2,3,1,5,2,4,3,1,4,2,5,-,1,9,341,Sinku,MMR010010
 Total,2884,2938,2852,3141,3035,2943,2931,3102,2774,3077,2981,2807,3390,3466,3209,3166,2920,3122,3417,2900,3398,2916,3000,2773,2535,3190,2436,2727,2842,2425,3043,2280,2503,2550,2136,2837,2058,2216,2373,1995,2376,1734,2101,2021,1624,2398,1578,1809,1719,1379,1739,1295,1469,1526,1275,1652,1136,1262,1105,822,1140,832,807,847,700,964,507,724,474,368,600,305,373,380,277,460,238,302,298,196,277,160,172,158,118,160,64,89,58,48,181,157585,Sinku,MMR010010
