Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1549,1683,1952,2083,2239,2230,2368,2338,2411,2411,2302,2275,2374,2269,2265,2093,1797,1657,1893,1533,1686,1332,1342,1356,1250,1536,1189,1213,1364,1114,1497,1170,1156,1337,1079,1410,979,1021,1144,1124,1310,887,1162,1011,876,1201,859,822,984,739,952,763,775,823,755,917,691,556,662,441,606,384,434,381,395,523,319,297,241,183,317,151,197,210,158,299,160,94,121,60,153,80,73,85,71,79,50,36,38,24,88,90514,Palaw,MMR006007
 Yes - some difficulty,47,46,57,48,30,36,19,17,19,19,13,19,13,15,21,13,9,8,11,5,3,10,10,13,3,6,6,13,8,11,16,14,12,18,22,14,13,14,12,17,30,13,24,29,25,28,23,23,37,21,36,21,20,34,32,37,35,25,27,21,45,21,34,34,29,50,23,24,27,28,55,18,35,27,23,57,34,27,31,17,51,23,33,28,30,45,18,16,12,10,42,2188,Palaw,MMR006007
 Yes - a lot of difficulty,18,10,13,4,5,5,3,6,9,6,6,4,6,5,3,5,4,3,5,7,2,2,1,3,3,1,3,1,6,2,2,3,2,5,2,6,5,2,2,-,2,2,4,4,3,6,2,2,8,2,6,3,3,1,3,2,2,4,4,3,4,3,2,4,1,10,5,3,4,-,6,4,1,7,9,16,7,3,2,4,13,7,4,10,6,10,9,6,4,2,27,439,Palaw,MMR006007
 Yes - cannot remember/concentrate at all,6,4,-,5,2,6,2,5,7,4,3,5,2,2,4,2,4,5,5,2,9,1,2,2,3,6,4,7,2,4,2,5,4,3,3,4,1,1,2,4,3,3,2,6,1,5,2,2,2,1,5,2,3,1,-,3,-,1,3,1,2,1,2,2,3,6,1,1,3,2,1,2,3,2,1,5,3,3,2,-,6,5,1,5,2,7,3,3,4,4,22,297,Palaw,MMR006007
 Total,1620,1743,2022,2140,2276,2277,2392,2366,2446,2440,2324,2303,2395,2291,2293,2113,1814,1673,1914,1547,1700,1345,1355,1374,1259,1549,1202,1234,1380,1131,1517,1192,1174,1363,1106,1434,998,1038,1160,1145,1345,905,1192,1050,905,1240,886,849,1031,763,999,789,801,859,790,959,728,586,696,466,657,409,472,421,428,589,348,325,275,213,379,175,236,246,191,377,204,127,156,81,223,115,111,128,109,141,80,61,58,40,179,93438,Palaw,MMR006007
