Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2551,2569,2906,3446,3588,3798,3629,3954,3940,3981,4205,3646,4574,4844,4015,3989,3353,2837,3696,2730,2961,2096,2561,2661,2545,3345,2232,2428,2820,2162,3156,1915,2398,2198,1787,2769,1776,1823,2209,1497,2130,1264,2308,1930,1711,2639,1832,1619,2092,1394,2264,1401,1794,1782,1577,2092,1624,1172,1348,952,1725,767,958,1018,915,1420,689,827,667,349,839,228,369,357,258,625,284,197,316,124,354,123,154,119,118,151,73,54,44,27,108,168772,Kyauktaw,MMR012004
 Yes - some difficulty,26,34,32,35,34,13,16,20,18,16,13,14,18,14,17,13,16,11,19,11,10,12,12,11,9,14,10,14,16,11,18,9,9,13,15,14,16,16,15,13,26,8,17,18,24,26,18,18,38,21,40,23,31,45,46,52,46,49,62,24,93,47,56,70,67,100,67,87,84,52,137,33,56,49,68,122,60,44,68,30,141,24,44,39,32,56,33,9,16,9,51,3123,Kyauktaw,MMR012004
 Yes - a lot of difficulty,20,8,3,4,4,5,5,5,4,9,5,3,7,10,6,5,3,4,1,3,7,6,3,7,1,9,3,3,6,2,4,5,5,4,1,1,-,7,3,5,7,6,4,3,5,4,3,4,3,4,7,4,5,6,5,9,2,2,4,2,8,1,12,6,9,7,16,16,15,5,24,7,10,12,5,25,13,12,30,8,40,7,10,13,13,25,10,8,3,8,26,689,Kyauktaw,MMR012004
 Yes - cannot remember/concentrate at all,35,11,6,6,2,3,5,7,7,5,7,9,7,4,6,6,5,3,7,4,1,5,3,8,6,7,4,4,2,2,5,-,6,4,3,7,5,2,4,2,7,2,7,4,2,10,5,4,3,3,4,-,4,4,3,4,4,5,2,-,4,2,4,5,5,8,1,5,3,2,9,2,4,8,5,16,5,5,10,6,19,7,5,10,8,12,6,6,6,3,23,516,Kyauktaw,MMR012004
 Total,2632,2622,2947,3491,3628,3819,3655,3986,3969,4011,4230,3672,4606,4872,4044,4013,3377,2855,3723,2748,2979,2119,2579,2687,2561,3375,2249,2449,2844,2177,3183,1929,2418,2219,1806,2791,1797,1848,2231,1517,2170,1280,2336,1955,1742,2679,1858,1645,2136,1422,2315,1428,1834,1837,1631,2157,1676,1228,1416,978,1830,817,1030,1099,996,1535,773,935,769,408,1009,270,439,426,336,788,362,258,424,168,554,161,213,181,171,244,122,77,69,47,208,173100,Kyauktaw,MMR012004
