Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2352,2659,2811,2989,3050,2843,3221,3185,3102,3150,3334,3105,3610,3710,3377,2985,2574,2608,2958,2505,2952,2502,2612,2469,2161,2673,2284,2314,2611,2124,2901,2025,2285,2284,1904,2546,1926,1937,2231,1719,2505,1535,2362,1934,1632,2413,1568,1435,1757,1327,2013,1176,1522,1473,1233,1542,1271,1057,1096,746,1385,655,772,762,571,874,499,562,405,282,627,300,372,377,299,462,253,206,270,112,241,109,156,128,128,141,103,58,56,36,144,149530,Ye,MMR011006
 Yes - some difficulty,10,10,7,6,5,4,9,17,12,14,8,19,12,14,15,17,8,14,6,7,16,11,12,10,15,15,8,9,7,12,25,14,17,15,18,31,9,21,24,21,34,15,28,35,19,47,21,24,41,31,63,31,44,44,49,59,45,39,62,29,63,29,36,33,34,52,40,49,29,22,52,26,36,42,30,55,42,24,43,21,32,20,29,37,25,22,15,12,9,9,40,2292,Ye,MMR011006
 Yes - a lot of difficulty,7,3,2,-,1,2,6,3,4,3,4,8,9,7,11,3,3,5,4,4,2,2,4,3,1,5,1,3,3,4,6,-,3,4,2,2,3,2,3,2,5,2,11,3,-,3,1,2,4,2,9,1,3,2,7,3,4,7,5,4,4,1,4,6,3,6,4,7,-,2,9,3,4,6,8,6,5,5,5,5,7,7,9,5,8,7,7,7,3,6,16,397,Ye,MMR011006
 Yes - cannot remember/concentrate at all,1,1,3,2,1,-,2,3,6,5,6,4,3,5,6,9,3,5,4,1,8,5,1,4,4,8,4,4,5,4,3,1,6,-,6,5,2,1,-,1,8,1,1,2,1,7,1,1,3,4,5,-,3,3,1,1,3,1,3,2,4,2,1,3,3,3,2,2,3,-,3,1,1,-,-,2,-,1,2,-,3,3,3,5,3,1,4,4,3,-,11,266,Ye,MMR011006
 Total,2370,2673,2823,2997,3057,2849,3238,3208,3124,3172,3352,3136,3634,3736,3409,3014,2588,2632,2972,2517,2978,2520,2629,2486,2181,2701,2297,2330,2626,2144,2935,2040,2311,2303,1930,2584,1940,1961,2258,1743,2552,1553,2402,1974,1652,2470,1591,1462,1805,1364,2090,1208,1572,1522,1290,1605,1323,1104,1166,781,1456,687,813,804,611,935,545,620,437,306,691,330,413,425,337,525,300,236,320,138,283,139,197,175,164,171,129,81,71,51,211,152485,Ye,MMR011006
