Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1377,1291,1438,1572,1500,1496,1594,1474,1572,1424,1649,1195,1516,1624,1483,1368,1227,1045,1323,905,1258,812,857,856,761,1148,763,832,931,715,1239,631,800,586,608,806,588,682,714,525,862,374,539,523,445,720,489,409,518,401,826,395,471,414,452,483,449,319,385,243,509,213,239,209,182,247,192,177,159,79,216,97,119,126,89,86,81,66,69,49,103,49,37,41,33,45,26,25,16,10,61,57552,Kunlon,MMR015020
 Yes - some difficulty,40,26,14,4,9,-,5,8,2,2,3,4,2,3,2,3,5,1,1,4,1,5,2,6,7,5,3,8,2,9,5,7,8,5,5,5,5,9,9,4,20,9,3,5,7,14,7,17,12,8,21,8,9,15,7,26,13,17,8,14,41,7,12,7,10,17,15,11,12,3,21,14,9,11,11,15,18,10,13,6,24,10,15,4,7,6,7,11,7,4,22,868,Kunlon,MMR015020
 Yes - a lot of difficulty,8,-,-,-,1,1,1,-,2,1,1,1,1,1,-,1,-,1,1,2,-,1,2,-,1,3,3,2,2,-,3,2,3,1,-,4,-,1,3,-,-,-,2,1,-,1,5,1,-,4,3,2,2,4,4,1,3,3,4,1,6,-,2,1,3,1,-,3,1,1,7,1,2,1,1,2,4,1,5,-,5,-,2,2,-,3,4,1,1,-,11,166,Kunlon,MMR015020
 Yes - cannot remember/concentrate at all,7,-,-,-,-,-,3,-,-,1,1,-,2,1,1,2,2,-,3,2,3,-,3,4,3,7,6,8,10,7,14,5,7,7,-,5,1,4,4,5,5,2,4,3,1,1,3,6,1,-,2,1,1,1,1,1,2,-,1,1,1,-,-,1,-,-,1,1,1,-,1,-,-,1,1,1,-,-,1,4,4,-,-,-,1,-,1,1,1,-,1,188,Kunlon,MMR015020
 Total,1432,1317,1452,1576,1510,1497,1603,1482,1576,1428,1654,1200,1521,1629,1486,1374,1234,1047,1328,913,1262,818,864,866,772,1163,775,850,945,731,1261,645,818,599,613,820,594,696,730,534,887,385,548,532,453,736,504,433,531,413,852,406,483,434,464,511,467,339,398,259,557,220,253,218,195,265,208,192,173,83,245,112,130,139,102,104,103,77,88,59,136,59,54,47,41,54,38,38,25,14,95,58774,Kunlon,MMR015020
