Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,619,753,781,894,979,1034,975,987,977,915,955,879,1051,1046,826,752,748,644,859,631,805,542,654,664,555,871,592,608,803,531,874,511,702,626,527,902,573,576,667,438,679,385,722,515,388,777,377,417,550,310,610,282,413,396,360,537,346,284,340,195,452,173,208,227,179,367,150,190,152,83,250,68,95,107,78,171,89,39,76,18,117,33,45,28,32,60,24,19,12,15,41,42807,Maei(ST),MMR012016
 Yes - some difficulty,23,15,18,11,6,2,1,1,3,3,4,3,5,-,1,2,2,1,1,1,1,1,1,2,-,2,1,2,-,1,4,2,2,-,3,4,5,2,5,2,4,6,4,-,3,9,5,4,9,5,14,4,7,7,10,15,9,5,14,9,29,4,16,15,12,31,22,22,16,15,51,11,23,24,21,58,17,18,27,10,36,5,9,10,7,13,8,5,2,-,12,835,Maei(ST),MMR012016
 Yes - a lot of difficulty,19,3,-,1,2,-,1,2,-,-,-,-,1,-,1,3,-,1,1,1,-,-,2,3,1,3,1,1,3,-,3,2,2,1,-,-,3,-,2,-,1,-,2,-,1,1,1,1,2,1,1,-,1,-,-,1,2,-,-,1,1,-,2,-,-,1,-,1,2,-,4,2,3,1,2,2,4,2,5,3,11,6,8,4,1,7,3,3,1,-,10,168,Maei(ST),MMR012016
 Yes - cannot remember/concentrate at all,2,1,-,1,1,1,1,1,2,3,2,1,2,3,1,2,3,-,2,1,-,-,3,2,2,1,-,-,1,1,1,1,2,-,-,-,-,-,2,1,-,1,-,1,1,2,-,1,1,-,2,-,2,-,-,-,2,-,-,-,2,-,-,-,1,1,1,-,-,-,3,-,1,1,3,1,-,-,4,1,5,1,-,-,1,1,-,1,1,-,5,94,Maei(ST),MMR012016
 Total,663,772,799,907,988,1037,978,991,982,921,961,883,1059,1049,829,759,753,646,863,634,806,543,660,671,558,877,594,611,807,533,882,516,708,627,530,906,581,578,676,441,684,392,728,516,393,789,383,423,562,316,627,286,423,403,370,553,359,289,354,205,484,177,226,242,192,400,173,213,170,98,308,81,122,133,104,232,110,59,112,32,169,45,62,42,41,81,35,28,16,15,68,43904,Maei(ST),MMR012016
