Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4019,4302,4819,4969,5313,4993,5400,5257,5258,5342,5931,5377,6196,6015,5637,5044,4370,4173,4320,3529,3883,3158,3289,3287,2873,3484,2891,3037,3229,2750,3774,2821,3105,3170,2691,3586,2839,2867,3292,2726,3637,2379,3263,2874,2640,3612,2627,2516,2873,2283,3125,2100,2592,2508,2145,2694,2109,1888,1871,1449,2383,1172,1391,1383,1241,1569,1048,1070,775,556,1085,477,515,595,495,804,439,348,409,229,411,219,219,240,158,217,133,103,96,47,277,234305,Thaton,MMR011007
 Yes - some difficulty,38,57,41,32,35,20,27,21,20,11,19,19,14,16,17,20,9,12,9,6,16,7,16,6,7,21,11,13,10,16,19,14,17,21,12,19,13,13,18,19,29,14,27,21,17,28,35,22,36,30,62,25,39,29,44,52,41,37,38,24,55,38,42,48,48,68,38,34,40,31,83,32,38,50,38,99,50,40,53,23,79,27,38,25,21,48,19,20,10,6,77,2699,Thaton,MMR011007
 Yes - a lot of difficulty,42,28,5,5,3,2,7,7,9,12,6,9,11,11,5,10,10,8,3,5,9,6,8,3,3,5,4,4,5,5,5,5,5,6,5,4,8,4,2,4,5,2,4,2,3,8,4,2,6,2,6,1,5,4,3,8,6,4,6,3,18,5,5,6,6,15,7,4,8,6,18,1,7,15,9,15,5,6,11,2,17,6,8,9,8,11,9,7,8,2,29,665,Thaton,MMR011007
 Yes - cannot remember/concentrate at all,19,14,5,5,2,6,7,10,6,8,11,10,10,4,7,9,5,10,8,8,13,5,4,4,3,5,1,6,6,3,5,5,2,3,5,6,3,7,2,3,10,4,4,9,3,5,3,3,2,-,1,2,5,1,4,1,2,2,5,5,6,2,-,5,3,2,1,6,3,1,3,3,1,5,6,5,3,2,6,2,8,2,5,2,2,7,-,3,4,-,13,437,Thaton,MMR011007
 Total,4118,4401,4870,5011,5353,5021,5441,5295,5293,5373,5967,5415,6231,6046,5666,5083,4394,4203,4340,3548,3921,3176,3317,3300,2886,3515,2907,3060,3250,2774,3803,2845,3129,3200,2713,3615,2863,2891,3314,2752,3681,2399,3298,2906,2663,3653,2669,2543,2917,2315,3194,2128,2641,2542,2196,2755,2158,1931,1920,1481,2462,1217,1438,1442,1298,1654,1094,1114,826,594,1189,513,561,665,548,923,497,396,479,256,515,254,270,276,189,283,161,133,118,55,396,238106,Thaton,MMR011007
