Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,772,830,1043,1274,1099,1257,1119,1014,1258,836,1497,699,1153,917,747,1217,735,661,1060,594,1523,481,673,576,498,1626,583,567,814,403,1850,329,489,342,355,1068,361,352,482,295,1408,240,342,317,226,825,270,251,358,200,1264,201,321,261,238,415,314,164,216,95,810,83,134,111,81,247,75,78,71,48,354,34,39,37,21,75,28,22,26,10,118,3,14,7,9,17,8,8,6,11,50,44010,Minekat,MMR016002
 Yes - some difficulty,2,3,1,2,-,3,1,-,3,2,3,-,-,1,-,1,1,-,1,-,4,2,-,1,-,1,1,2,3,3,2,2,2,-,1,2,-,2,1,1,6,2,1,1,3,3,1,2,2,2,10,3,3,7,4,5,2,3,6,-,49,2,3,1,6,18,5,5,3,3,50,1,6,-,3,14,3,-,2,3,23,2,-,-,-,4,-,-,2,1,7,336,Minekat,MMR016002
 Yes - a lot of difficulty,-,1,-,-,1,1,-,-,-,2,1,-,-,2,-,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,2,-,1,1,-,3,1,-,-,-,1,-,-,1,1,1,1,3,-,2,2,2,1,1,2,3,2,2,1,2,8,4,3,3,2,4,1,3,1,-,9,2,-,4,1,4,-,-,3,-,10,-,1,1,-,-,1,-,-,-,5,119,Minekat,MMR016002
 Yes - cannot remember/concentrate at all,1,-,2,1,1,-,-,1,1,-,-,1,-,1,-,1,-,-,5,-,1,-,1,1,-,1,1,-,-,2,4,-,-,-,-,2,-,-,1,1,-,-,-,1,-,-,1,-,-,-,3,1,-,-,-,2,1,-,-,-,1,-,-,2,-,1,-,-,-,-,2,1,-,2,-,-,-,1,-,-,6,1,1,-,-,-,-,-,-,-,6,63,Minekat,MMR016002
 Total,775,834,1046,1277,1101,1261,1120,1015,1262,840,1501,700,1153,921,747,1220,736,662,1066,594,1529,484,674,578,498,1629,585,569,817,408,1858,331,492,343,356,1075,362,354,484,297,1415,242,343,320,230,829,273,256,360,204,1279,207,325,269,244,425,319,169,223,97,868,89,140,117,89,270,81,86,75,51,415,38,45,43,25,93,31,23,31,13,157,6,16,8,9,21,9,8,8,12,68,44528,Minekat,MMR016002
