Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,359,401,424,550,506,460,472,458,397,435,505,478,544,613,496,425,334,328,368,302,384,337,332,342,285,342,318,326,373,331,446,286,354,303,273,405,259,273,337,263,395,181,334,260,224,355,203,212,270,190,306,153,218,225,175,252,239,196,221,122,283,105,160,149,110,170,114,104,88,40,133,32,70,51,56,72,38,28,39,7,42,13,23,11,17,24,15,9,7,4,35,22204,Khawzar,MMR011006
 Yes - some difficulty,3,-,-,-,1,-,1,2,1,-,-,1,-,-,3,1,3,1,-,1,3,-,1,1,-,-,-,-,-,2,3,1,2,3,4,1,3,4,5,3,4,2,5,7,4,3,7,4,10,5,8,4,8,6,6,12,4,7,12,8,11,6,5,10,6,17,7,8,11,2,12,4,11,4,11,10,8,6,7,1,11,3,4,6,5,2,1,2,3,1,6,381,Khawzar,MMR011006
 Yes - a lot of difficulty,1,-,-,-,-,-,-,-,1,-,1,-,2,1,-,-,1,1,-,-,1,-,1,-,-,-,-,1,-,-,1,1,1,-,-,-,-,-,-,1,1,-,-,-,-,2,2,-,1,-,1,-,-,-,-,-,1,-,-,-,-,2,-,1,-,-,1,-,-,-,2,-,1,1,1,1,-,1,-,-,1,-,-,-,-,1,-,1,-,-,3,40,Khawzar,MMR011006
 Yes - cannot remember/concentrate at all,1,1,1,-,-,-,3,1,1,-,3,2,-,-,1,-,1,1,1,-,2,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,1,-,1,3,-,-,-,-,1,38,Khawzar,MMR011006
 Total,364,402,425,550,507,460,476,461,400,435,509,481,546,614,500,426,339,331,369,303,390,338,335,343,285,342,318,327,373,334,450,289,357,306,277,407,262,277,342,267,401,183,339,267,228,360,212,216,281,195,315,157,226,232,181,264,244,203,234,130,294,113,166,160,116,188,122,112,99,42,147,36,82,57,68,84,46,35,46,8,55,16,28,17,23,30,16,12,10,5,45,22663,Khawzar,MMR011006
