Disability_remembering,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,419,354,425,428,472,404,489,464,442,448,409,381,434,415,409,346,327,316,418,372,398,324,308,307,356,393,305,323,340,285,343,274,299,254,262,311,212,221,259,238,283,173,276,240,195,265,183,169,156,153,162,110,140,158,120,157,88,90,102,51,78,48,51,47,44,66,40,30,19,16,15,10,16,19,12,18,9,9,5,-,13,4,6,3,1,3,2,-,1,3,5,18048,Karathuri(ST),MMR006010
 Yes - some difficulty,-,1,1,1,1,1,3,4,1,2,3,5,2,2,3,3,3,-,-,2,1,1,-,1,2,4,1,-,1,2,1,-,2,3,3,3,-,4,4,2,2,3,4,3,4,6,3,4,4,5,6,2,3,2,3,9,5,2,5,4,4,4,1,-,3,1,1,-,2,-,1,1,-,3,-,4,3,-,1,-,-,1,1,1,-,3,1,-,1,-,1,190,Karathuri(ST),MMR006010
 Yes - a lot of difficulty,-,-,-,-,-,2,-,1,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1,5,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,4,30,Karathuri(ST),MMR006010
 Yes - cannot remember/concentrate at all,-,-,2,1,1,-,-,-,2,2,2,-,-,1,1,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,1,25,Karathuri(ST),MMR006010
 Total,419,355,428,430,474,407,492,469,446,452,414,386,436,419,413,351,331,316,418,374,399,325,308,309,358,397,307,323,341,288,346,274,301,258,265,315,212,225,263,240,285,176,281,243,199,272,186,173,160,159,168,112,144,162,128,166,94,94,107,55,82,52,52,47,47,67,42,30,21,16,17,11,16,23,12,22,14,9,6,2,13,6,7,4,1,6,4,-,2,3,11,18293,Karathuri(ST),MMR006010
