Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,-,194,194,Kongyan,MMR015023
 Rural,34,5234,5268,Kongyan,MMR015023
 Total,34,5428,5462,Kongyan,MMR015023
