Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,354,2295,2649,Hsihseng,MMR014004
 Rural,8147,21975,30122,Hsihseng,MMR014004
 Total,8501,24270,32771,Hsihseng,MMR014004
