Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,274,195,469,Panwine,MMR015007
 Rural,8078,5422,13500,Panwine,MMR015007
 Total,8352,5617,13969,Panwine,MMR015007
