Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,4,6559,6563,Pabedan,MMR013034
 Total,4,6559,6563,Pabedan,MMR013034
