Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,227,5896,6123,Lewe,MMR018007
 Rural,18789,40262,59051,Lewe,MMR018007
 Total,19016,46158,65174,Lewe,MMR018007
