Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,432,9432,9864,Kyauktan,MMR013024
 Rural,4841,18271,23112,Kyauktan,MMR013024
 Total,5273,27703,32976,Kyauktan,MMR013024
