Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,81,13253,13334,MuSe,MMR015009
 Rural,580,8300,8880,MuSe,MMR015009
 Total,661,21553,22214,MuSe,MMR015009
