Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,47,3012,3059,Nyaungshwe,MMR014002
 Rural,3898,35677,39575,Nyaungshwe,MMR014002
 Total,3945,38689,42634,Nyaungshwe,MMR014002
