Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,643,8872,9515,Nyaung U,MMR010022
 Rural,15166,19981,35147,Nyaung U,MMR010022
 Total,15809,28853,44662,Nyaung U,MMR010022
