Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,21,592,613,Minengaw(ST),MMR015012
 Rural,125,3291,3416,Minengaw(ST),MMR015012
 Total,146,3883,4029,Minengaw(ST),MMR015012
