Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,5,4468,4473,Latha,MMR013036
 Total,5,4468,4473,Latha,MMR013036
