Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,787,76197,76984,Dagon Myothit(South),MMR013018
 Total,787,76197,76984,Dagon Myothit(South),MMR013018
