Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,654,8492,9146,Tatkon,MMR018003
 Rural,20411,22190,42601,Tatkon,MMR018003
 Total,21065,30682,51747,Tatkon,MMR018003
