Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,51,43269,43320,Thingangyun,MMR013009
 Total,51,43269,43320,Thingangyun,MMR013009
