Urban_Rural,Cart_(bullock)_Yes,Cart_(bullock)_No,Cart_(bullock)_Total,Township,MIMU_code
 Urban,195,41446,41641,Mingaladon,MMR013002
 Rural,269,24393,24662,Mingaladon,MMR013002
 Total,464,65839,66303,Mingaladon,MMR013002
